Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,
2/15/20 14:48,0.0019823,,2/15/20 14:48,1.057739,,2/15/20 14:48,0.037974,,2/15/20 14:48,0.0087118,,2/15/20 14:58,0.0025302,,2/15/20 14:49,63.8613987,,2/15/20 14:58,0.0436115,,2/15/20 14:58,0.0069178,,2/15/20 14:48,0.0027701,,2/15/20 14:49,63.8613987,,2/15/20 14:58,0.0019655,,2/15/20 14:58,0.9755211,,2/15/20 14:49,3.233992815
2/15/20 14:58,0.0027013,,2/15/20 14:58,0.9856823,,2/15/20 14:58,0.0429124,,2/15/20 14:58,0.0079736,,2/15/20 15:08,0.003094,,2/15/20 14:59,64.01731186,,2/15/20 15:08,0.0530125,,2/15/20 15:08,0.0084824,,2/15/20 14:58,0.0026385,,2/15/20 14:59,64.01731186,,2/15/20 15:08,0.002888,,2/15/20 15:08,0.9753872,,2/15/20 14:59,3.233895063
2/15/20 15:08,0.0023547,,2/15/20 15:08,0.9609596,,2/15/20 15:08,0.0452186,,2/15/20 15:08,0.0088552,,2/15/20 15:19,0.0030668,,2/15/20 15:09,63.78346443,,2/15/20 15:19,0.0510282,,2/15/20 15:19,0.0089565,,2/15/20 15:08,0.0030502,,2/15/20 15:09,63.78346443,,2/15/20 15:19,0.0022962,,2/15/20 15:19,0.9508568,,2/15/20 15:09,3.23418808
2/15/20 15:19,0.0025849,,2/15/20 15:19,0.9825985,,2/15/20 15:19,0.0520799,,2/15/20 15:19,0.0093603,,2/15/20 15:29,0.0030304,,2/15/20 15:20,63.93937759,,2/15/20 15:29,0.0425767,,2/15/20 15:29,0.00912,,2/15/20 15:19,0.0030998,,2/15/20 15:20,63.93937759,,2/15/20 15:29,0.0032742,,2/15/20 15:29,0.9307111,,2/15/20 15:20,3.23369956
2/15/20 15:29,0.0025161,,2/15/20 15:29,0.9771614,,2/15/20 15:29,0.0558735,,2/15/20 15:29,0.0113508,,2/15/20 15:39,0.0030007,,2/15/20 15:29,63.97834473,,2/15/20 15:39,0.0501688,,2/15/20 15:39,0.0090514,,2/15/20 15:29,0.0032495,,2/15/20 15:29,63.97834473,,2/15/20 15:39,0.0025058,,2/15/20 15:39,0.9845841,,2/15/20 15:29,3.233504295
2/15/20 15:39,0.0029696,,2/15/20 15:39,0.927365,,2/15/20 15:39,0.045239,,2/15/20 15:39,0.0105121,,2/15/20 15:49,0.0025904,,2/15/20 15:39,64.13426132,,2/15/20 15:49,0.0501448,,2/15/20 15:49,0.0084533,,2/15/20 15:39,0.0033749,,2/15/20 15:39,64.13426132,,2/15/20 15:49,0.0013979,,2/15/20 15:49,0.9464103,,2/15/20 15:39,3.233406544
2/15/20 15:49,0.0018001,,2/15/20 15:49,0.9964701,,2/15/20 15:49,0.0396827,,2/15/20 15:49,0.0091468,,2/15/20 15:58,0.0030469,,2/15/20 15:49,64.40707932,,2/15/20 15:58,0.0383261,,2/15/20 15:58,0.0091714,,2/15/20 15:49,0.0031088,,2/15/20 15:49,64.40707932,,2/15/20 15:58,0.0019633,,2/15/20 15:58,0.8966025,,2/15/20 15:49,3.232722759
2/15/20 15:58,0.0016467,,2/15/20 15:58,0.9459775,,2/15/20 15:58,0.0451853,,2/15/20 15:58,0.0099642,,2/15/20 16:08,0.0029614,,2/15/20 15:59,64.21219559,,2/15/20 16:08,0.0456427,,2/15/20 16:08,0.0092881,,2/15/20 15:58,0.0031222,,2/15/20 15:59,64.21219559,,2/15/20 16:08,0.0026043,,2/15/20 16:08,0.9677462,,2/15/20 15:59,3.232722759
2/15/20 16:08,0.0018675,,2/15/20 16:08,0.9609193,,2/15/20 16:08,0.0499634,,2/15/20 16:08,0.0074614,,2/15/20 16:18,0.0029935,,2/15/20 16:09,63.93937759,,2/15/20 16:18,0.0481667,,2/15/20 16:18,0.0087422,,2/15/20 16:08,0.0025935,,2/15/20 16:09,63.93937759,,2/15/20 16:18,0.0031207,,2/15/20 16:18,0.9927712,,2/15/20 16:09,3.233601809
2/15/20 16:18,0.0027085,,2/15/20 16:18,0.986787,,2/15/20 16:18,0.0492729,,2/15/20 16:18,0.0093005,,2/15/20 16:28,0.0032398,,2/15/20 16:19,64.01731186,,2/15/20 16:28,0.0493903,,2/15/20 16:28,0.0103358,,2/15/20 16:18,0.0030096,,2/15/20 16:19,64.01731186,,2/15/20 16:28,0.0014618,,2/15/20 16:28,0.9448904,,2/15/20 16:19,3.232136726
2/15/20 16:28,0.001399,,2/15/20 16:28,0.95913,,2/15/20 16:28,0.0390113,,2/15/20 16:28,0.0107599,,2/15/20 16:39,0.0032975,,2/15/20 16:28,63.97834473,,2/15/20 16:39,0.048281,,2/15/20 16:39,0.0097363,,2/15/20 16:28,0.0026325,,2/15/20 16:28,63.97834473,,2/15/20 16:39,0.0023015,,2/15/20 16:39,0.9714611,,2/15/20 16:28,3.232234478
2/15/20 16:39,0.0016929,,2/15/20 16:39,0.9429281,,2/15/20 16:39,0.0459953,,2/15/20 16:39,0.0087078,,2/15/20 16:49,0.0030179,,2/15/20 16:39,64.17322845,,2/15/20 16:49,0.0398862,,2/15/20 16:49,0.0098847,,2/15/20 16:39,0.0030195,,2/15/20 16:39,64.17322845,,2/15/20 16:49,0.0026889,,2/15/20 16:49,0.9311336,,2/15/20 16:39,3.232136726
2/15/20 16:49,0.0019526,,2/15/20 16:49,0.9763962,,2/15/20 16:49,0.0408308,,2/15/20 16:49,0.0085126,,2/15/20 16:59,0.0037241,,2/15/20 16:49,64.21219559,,2/15/20 16:59,0.0447977,,2/15/20 16:59,0.0099864,,2/15/20 16:49,0.0027639,,2/15/20 16:49,64.21219559,,2/15/20 16:59,0.0039307,,2/15/20 16:59,0.9550817,,2/15/20 16:49,3.23184371
2/15/20 16:59,0.0017162,,2/15/20 16:59,0.9945427,,2/15/20 16:59,0.0409148,,2/15/20 16:59,0.0093402,,2/15/20 17:08,0.0029958,,2/15/20 16:59,64.17322845,,2/15/20 17:08,0.0476946,,2/15/20 17:08,0.0083352,,2/15/20 16:59,0.0025616,,2/15/20 16:59,64.17322845,,2/15/20 17:08,0.0033169,,2/15/20 17:08,0.9756448,,2/15/20 16:59,3.231745958
2/15/20 17:08,0.0032674,,2/15/20 17:08,0.9599527,,2/15/20 17:08,0.0433873,,2/15/20 17:08,0.0103337,,2/15/20 17:18,0.0039238,,2/15/20 17:09,64.13426132,,2/15/20 17:18,0.0447656,,2/15/20 17:18,0.010652,,2/15/20 17:08,0.0035019,,2/15/20 17:09,64.13426132,,2/15/20 17:18,0.0034707,,2/15/20 17:18,0.9544428,,2/15/20 17:09,3.232136726
2/15/20 17:18,0.0016921,,2/15/20 17:18,1.0352256,,2/15/20 17:18,0.0486764,,2/15/20 17:18,0.0080791,,2/15/20 17:28,0.0030937,,2/15/20 17:19,63.90041046,,2/15/20 17:28,0.055156,,2/15/20 17:28,0.0113506,,2/15/20 17:18,0.0029058,,2/15/20 17:19,63.90041046,,2/15/20 17:28,0.0032757,,2/15/20 17:28,0.9679317,,2/15/20 17:19,3.232039213
2/15/20 17:28,0.0031504,,2/15/20 17:28,1.0029601,,2/15/20 17:28,0.0382149,,2/15/20 17:28,0.0105826,,2/15/20 17:38,0.0032364,,2/15/20 17:28,64.09529419,,2/15/20 17:38,0.0473899,,2/15/20 17:38,0.0087839,,2/15/20 17:28,0.0028794,,2/15/20 17:28,64.09529419,,2/15/20 17:38,0.0018376,,2/15/20 17:38,0.971255,,2/15/20 17:28,3.231745958
2/15/20 17:38,0.0025353,,2/15/20 17:38,0.9527263,,2/15/20 17:38,0.0431862,,2/15/20 17:38,0.010014,,2/15/20 17:49,0.003256,,2/15/20 17:38,64.17322845,,2/15/20 17:49,0.0535501,,2/15/20 17:49,0.0085126,,2/15/20 17:38,0.0034634,,2/15/20 17:38,64.17322845,,2/15/20 17:49,0.0036946,,2/15/20 17:49,0.9088857,,2/15/20 17:38,3.231159925
2/15/20 17:49,0.0016309,,2/15/20 17:49,0.9723975,,2/15/20 17:49,0.0405125,,2/15/20 17:49,0.0071188,,2/15/20 17:59,0.003301,,2/15/20 17:49,63.8613987,,2/15/20 17:59,0.0509965,,2/15/20 17:59,0.0103694,,2/15/20 17:49,0.0027597,,2/15/20 17:49,63.8613987,,2/15/20 17:59,0.0023784,,2/15/20 17:59,0.9731871,,2/15/20 17:49,3.230769157
2/15/20 17:59,0.0021154,,2/15/20 17:59,0.9936049,,2/15/20 17:59,0.0507278,,2/15/20 17:59,0.0083932,,2/15/20 18:09,0.0030542,,2/15/20 18:00,64.01731186,,2/15/20 18:09,0.0416948,,2/15/20 18:09,0.0098332,,2/15/20 17:59,0.0033028,,2/15/20 18:00,64.01731186,,2/15/20 18:09,0.0016732,,2/15/20 18:09,0.9628103,,2/15/20 18:00,3.231257677
2/15/20 18:09,0.0017386,,2/15/20 18:09,1.0323316,,2/15/20 18:09,0.046061,,2/15/20 18:09,0.0105712,,2/15/20 18:19,0.003294,,2/15/20 18:10,64.40707932,,2/15/20 18:19,0.0487261,,2/15/20 18:19,0.0088808,,2/15/20 18:09,0.0034588,,2/15/20 18:10,64.40707932,,2/15/20 18:19,0.0037305,,2/15/20 18:19,0.9648351,,2/15/20 18:10,3.231452942
2/15/20 18:19,0.0018042,,2/15/20 18:19,0.941484,,2/15/20 18:19,0.0450795,,2/15/20 18:19,0.0099853,,2/15/20 18:28,0.0030508,,2/15/20 18:19,64.05627899,,2/15/20 18:28,0.044252,,2/15/20 18:28,0.0097861,,2/15/20 18:19,0.0030056,,2/15/20 18:19,64.05627899,,2/15/20 18:28,0.0024678,,2/15/20 18:28,0.9593633,,2/15/20 18:19,3.230573893
2/15/20 18:28,0.0015015,,2/15/20 18:28,1.014421,,2/15/20 18:28,0.0412527,,2/15/20 18:28,0.0092714,,2/15/20 18:38,0.0031767,,2/15/20 18:29,63.8613987,,2/15/20 18:38,0.0449579,,2/15/20 18:38,0.0106384,,2/15/20 18:28,0.0028182,,2/15/20 18:29,63.8613987,,2/15/20 18:38,0.0028267,,2/15/20 18:38,1.0150603,,2/15/20 18:29,3.230671406
2/15/20 18:38,0.0027685,,2/15/20 18:38,0.9615694,,2/15/20 18:38,0.0502004,,2/15/20 18:38,0.0084673,,2/15/20 18:48,0.0031901,,2/15/20 18:39,63.93937759,,2/15/20 18:48,0.0405511,,2/15/20 18:48,0.0116363,,2/15/20 18:38,0.0027635,,2/15/20 18:39,63.93937759,,2/15/20 18:48,0.0038061,,2/15/20 18:48,0.9631349,,2/15/20 18:39,3.230476141
2/15/20 18:48,0.0015153,,2/15/20 18:48,1.002471,,2/15/20 18:48,0.0454867,,2/15/20 18:48,0.0086728,,2/15/20 18:59,0.0030877,,2/15/20 18:50,64.13426132,,2/15/20 18:59,0.0442782,,2/15/20 18:59,0.0085845,,2/15/20 18:48,0.0027211,,2/15/20 18:50,64.13426132,,2/15/20 18:59,0.0020392,,2/15/20 18:59,0.9692868,,2/15/20 18:50,3.230280876
2/15/20 18:59,0.0024976,,2/15/20 18:59,0.9387741,,2/15/20 18:59,0.0470675,,2/15/20 18:59,0.0077972,,2/15/20 19:09,0.0031195,,2/15/20 19:00,63.78346443,,2/15/20 19:09,0.0471749,,2/15/20 19:09,0.0093158,,2/15/20 18:59,0.0028145,,2/15/20 19:00,63.78346443,,2/15/20 19:09,0.0022653,,2/15/20 19:09,0.9603526,,2/15/20 19:00,3.230866909
2/15/20 19:09,0.0024443,,2/15/20 19:09,1.0085409,,2/15/20 19:09,0.0429489,,2/15/20 19:09,0.0087784,,2/15/20 19:19,0.0029493,,2/15/20 19:10,63.90041046,,2/15/20 19:19,0.0458483,,2/15/20 19:19,0.0100096,,2/15/20 19:09,0.002966,,2/15/20 19:10,63.90041046,,2/15/20 19:19,0.0018722,,2/15/20 19:19,0.9377234,,2/15/20 19:10,3.230280876
2/15/20 19:19,0.0029312,,2/15/20 19:19,0.9909813,,2/15/20 19:19,0.0418452,,2/15/20 19:19,0.0115468,,2/15/20 19:29,0.0029779,,2/15/20 19:19,64.21219559,,2/15/20 19:29,0.0432141,,2/15/20 19:29,0.0091576,,2/15/20 19:19,0.0036012,,2/15/20 19:19,64.21219559,,2/15/20 19:29,0.0023538,,2/15/20 19:29,0.9558803,,2/15/20 19:19,3.230183125
2/15/20 19:29,0.0020902,,2/15/20 19:29,0.9771557,,2/15/20 19:29,0.049365,,2/15/20 19:29,0.0099832,,2/15/20 19:38,0.0033204,,2/15/20 19:29,63.78346443,,2/15/20 19:38,0.0457219,,2/15/20 19:38,0.0091164,,2/15/20 19:29,0.0027076,,2/15/20 19:29,63.78346443,,2/15/20 19:38,0.0025135,,2/15/20 19:38,0.9641756,,2/15/20 19:29,3.22949934
2/15/20 19:38,0.0031682,,2/15/20 19:38,0.9275318,,2/15/20 19:38,0.0412533,,2/15/20 19:38,0.0104782,,2/15/20 19:48,0.0034747,,2/15/20 19:39,63.93937759,,2/15/20 19:48,0.0477681,,2/15/20 19:48,0.0112769,,2/15/20 19:38,0.0033278,,2/15/20 19:39,63.93937759,,2/15/20 19:48,0.003725,,2/15/20 19:48,0.9622435,,2/15/20 19:39,3.229792356
2/15/20 19:48,0.0023646,,2/15/20 19:48,0.9792442,,2/15/20 19:48,0.0534518,,2/15/20 19:48,0.0084331,,2/15/20 19:59,0.0029738,,2/15/20 19:49,64.09529419,,2/15/20 19:59,0.0511773,,2/15/20 19:59,0.0115944,,2/15/20 19:48,0.0027524,,2/15/20 19:49,64.09529419,,2/15/20 19:59,0.0031083,,2/15/20 19:59,0.9550044,,2/15/20 19:49,3.229597092
2/15/20 19:59,0.0019719,,2/15/20 19:59,1.006999,,2/15/20 19:59,0.0401955,,2/15/20 19:59,0.0080079,,2/15/20 20:09,0.0033197,,2/15/20 20:00,64.09529419,,2/15/20 20:09,0.0483447,,2/15/20 20:09,0.0090174,,2/15/20 19:59,0.0030516,,2/15/20 20:00,64.09529419,,2/15/20 20:09,0.0028009,,2/15/20 20:09,0.9587296,,2/15/20 20:00,3.22949934
2/15/20 20:09,0.0020952,,2/15/20 20:09,0.9955668,,2/15/20 20:09,0.0373378,,2/15/20 20:09,0.0090186,,2/15/20 20:19,0.0030837,,2/15/20 20:10,63.7444973,,2/15/20 20:19,0.0481331,,2/15/20 20:19,0.0119118,,2/15/20 20:09,0.0025255,,2/15/20 20:10,63.7444973,,2/15/20 20:19,0.0017571,,2/15/20 20:19,0.9964294,,2/15/20 20:10,3.229206324
2/15/20 20:19,0.001811,,2/15/20 20:19,0.9788759,,2/15/20 20:19,0.0410179,,2/15/20 20:19,0.0071689,,2/15/20 20:29,0.0027296,,2/15/20 20:19,63.82243156,,2/15/20 20:29,0.0470475,,2/15/20 20:29,0.0096379,,2/15/20 20:19,0.0025746,,2/15/20 20:19,63.82243156,,2/15/20 20:29,0.0017475,,2/15/20 20:29,0.9558597,,2/15/20 20:19,3.228717804
2/15/20 20:29,0.000904,,2/15/20 20:29,1.0115155,,2/15/20 20:29,0.043706,,2/15/20 20:29,0.007163,,2/15/20 20:38,0.0033397,,2/15/20 20:29,63.8613987,,2/15/20 20:38,0.041854,,2/15/20 20:38,0.0103788,,2/15/20 20:29,0.0022241,,2/15/20 20:29,63.8613987,,2/15/20 20:38,0.0035243,,2/15/20 20:38,0.9812299,,2/15/20 20:29,3.22910881
2/15/20 20:38,0.001689,,2/15/20 20:38,1.0185117,,2/15/20 20:38,0.0443793,,2/15/20 20:38,0.0078525,,2/15/20 20:48,0.0039033,,2/15/20 20:39,64.25116272,,2/15/20 20:48,0.0420763,,2/15/20 20:48,0.012731,,2/15/20 20:38,0.0024207,,2/15/20 20:39,64.25116272,,2/15/20 20:48,0.0054755,,2/15/20 20:48,0.9617386,,2/15/20 20:39,3.229011059
2/15/20 20:48,0.0026518,,2/15/20 20:48,1.017758,,2/15/20 20:48,0.0463508,,2/15/20 20:48,0.0080414,,2/15/20 20:58,0.0031416,,2/15/20 20:49,64.17322845,,2/15/20 20:58,0.0542373,,2/15/20 20:58,0.0101536,,2/15/20 20:48,0.0029653,,2/15/20 20:49,64.17322845,,2/15/20 20:58,0.0032793,,2/15/20 20:58,0.9816936,,2/15/20 20:49,3.22949934
2/15/20 20:58,0.001525,,2/15/20 20:58,0.9580311,,2/15/20 20:58,0.0435669,,2/15/20 20:58,0.008498,,2/15/20 21:09,0.0029152,,2/15/20 20:59,63.78346443,,2/15/20 21:09,0.0473917,,2/15/20 21:09,0.0096832,,2/15/20 20:58,0.0024618,,2/15/20 20:59,63.78346443,,2/15/20 21:09,0.0013126,,2/15/20 21:09,0.9369145,,2/15/20 20:59,3.228913307
2/15/20 21:09,0.0019387,,2/15/20 21:09,0.9362023,,2/15/20 21:09,0.0446444,,2/15/20 21:09,0.008985,,2/15/20 21:19,0.0030745,,2/15/20 21:10,63.62755127,,2/15/20 21:19,0.0418217,,2/15/20 21:19,0.0084313,,2/15/20 21:09,0.0028472,,2/15/20 21:10,63.62755127,,2/15/20 21:19,0.0020948,,2/15/20 21:19,0.9583071,,2/15/20 21:10,3.228717804
2/15/20 21:19,0.0013212,,2/15/20 21:19,0.980136,,2/15/20 21:19,0.0394679,,2/15/20 21:19,0.0076971,,2/15/20 21:29,0.0033692,,2/15/20 21:19,63.8613987,,2/15/20 21:29,0.0440024,,2/15/20 21:29,0.0099077,,2/15/20 21:19,0.002481,,2/15/20 21:19,63.8613987,,2/15/20 21:29,0.002908,,2/15/20 21:29,0.9631246,,2/15/20 21:19,3.228620291
2/15/20 21:29,0.0034495,,2/15/20 21:29,0.9914416,,2/15/20 21:29,0.0461081,,2/15/20 21:29,0.0098981,,2/15/20 21:39,0.0030672,,2/15/20 21:29,63.8613987,,2/15/20 21:39,0.0529123,,2/15/20 21:39,0.0115781,,2/15/20 21:29,0.0032286,,2/15/20 21:29,63.8613987,,2/15/20 21:39,0.002245,,2/15/20 21:39,0.9647269,,2/15/20 21:29,3.228913307
2/15/20 21:39,0.0028846,,2/15/20 21:39,0.9939904,,2/15/20 21:39,0.0406008,,2/15/20 21:39,0.0105936,,2/15/20 21:48,0.0037054,,2/15/20 21:39,63.97834473,,2/15/20 21:48,0.0463644,,2/15/20 21:48,0.0141262,,2/15/20 21:39,0.0030995,,2/15/20 21:39,63.97834473,,2/15/20 21:48,0.0025186,,2/15/20 21:48,0.9308296,,2/15/20 21:39,3.228815556
2/15/20 21:48,0.0013412,,2/15/20 21:48,0.9767817,,2/15/20 21:48,0.0357702,,2/15/20 21:48,0.0091464,,2/15/20 21:58,0.0030844,,2/15/20 21:49,64.13426132,,2/15/20 21:58,0.054116,,2/15/20 21:58,0.0124151,,2/15/20 21:48,0.0027759,,2/15/20 21:49,64.13426132,,2/15/20 21:58,0.0023646,,2/15/20 21:58,1.0070381,,2/15/20 21:49,3.228229523
2/15/20 21:58,0.0031876,,2/15/20 21:58,0.9887719,,2/15/20 21:58,0.0424547,,2/15/20 21:58,0.0093282,,2/15/20 22:08,0.0029986,,2/15/20 21:59,63.82243156,,2/15/20 22:08,0.0460998,,2/15/20 22:08,0.0110111,,2/15/20 21:58,0.0029509,,2/15/20 21:59,63.82243156,,2/15/20 22:08,0.001917,,2/15/20 22:08,0.9712447,,2/15/20 21:59,3.228620291
2/15/20 22:08,0.0016733,,2/15/20 22:08,0.9666613,,2/15/20 22:08,0.0444951,,2/15/20 22:08,0.0102899,,2/15/20 22:19,0.0033344,,2/15/20 22:08,63.6665184,,2/15/20 22:19,0.0551636,,2/15/20 22:19,0.0104788,,2/15/20 22:08,0.0029798,,2/15/20 22:08,63.6665184,,2/15/20 22:19,0.0024026,,2/15/20 22:19,0.9140947,,2/15/20 22:08,3.228034258
2/15/20 22:19,0.0020224,,2/15/20 22:19,0.9734331,,2/15/20 22:19,0.0407472,,2/15/20 22:19,0.0091862,,2/15/20 22:29,0.0027195,,2/15/20 22:19,63.82243156,,2/15/20 22:29,0.0420264,,2/15/20 22:29,0.0076129,,2/15/20 22:19,0.0034358,,2/15/20 22:19,63.82243156,,2/15/20 22:29,0.0022569,,2/15/20 22:29,0.8890131,,2/15/20 22:19,3.227252722
2/15/20 22:29,0.0009957,,2/15/20 22:29,0.9951641,,2/15/20 22:29,0.0493045,,2/15/20 22:29,0.0067878,,2/15/20 22:39,0.0030048,,2/15/20 22:29,64.17322845,,2/15/20 22:39,0.0488558,,2/15/20 22:39,0.0097851,,2/15/20 22:29,0.0023222,,2/15/20 22:29,64.17322845,,2/15/20 22:39,0.0021911,,2/15/20 22:39,0.923843,,2/15/20 22:29,3.227545738
2/15/20 22:39,0.0025379,,2/15/20 22:39,0.9958027,,2/15/20 22:39,0.0456527,,2/15/20 22:39,0.0093145,,2/15/20 22:49,0.0031806,,2/15/20 22:39,64.13426132,,2/15/20 22:49,0.0409393,,2/15/20 22:49,0.0080552,,2/15/20 22:39,0.0030225,,2/15/20 22:39,64.13426132,,2/15/20 22:49,0.0021313,,2/15/20 22:49,0.9559988,,2/15/20 22:39,3.227057457
2/15/20 22:49,0.0043796,,2/15/20 22:49,0.9784272,,2/15/20 22:49,0.0459376,,2/15/20 22:49,0.0109854,,2/15/20 22:59,0.0035343,,2/15/20 22:49,64.09529419,,2/15/20 22:59,0.0474264,,2/15/20 22:59,0.0109736,,2/15/20 22:49,0.003701,,2/15/20 22:49,64.09529419,,2/15/20 22:59,0.0034859,,2/15/20 22:59,0.9230495,,2/15/20 22:49,3.227545738
2/15/20 22:59,0.0023134,,2/15/20 22:59,0.9913495,,2/15/20 22:59,0.0507749,,2/15/20 22:59,0.0097195,,2/15/20 23:08,0.0036491,,2/15/20 22:59,63.43266754,,2/15/20 23:08,0.0409945,,2/15/20 23:08,0.0106951,,2/15/20 22:59,0.0030394,,2/15/20 22:59,63.43266754,,2/15/20 23:08,0.0035098,,2/15/20 23:08,0.9772214,,2/15/20 22:59,3.227545738
2/15/20 23:08,0.0022019,,2/15/20 23:08,0.9718049,,2/15/20 23:08,0.0413295,,2/15/20 23:08,0.0107858,,2/15/20 23:18,0.0030387,,2/15/20 23:09,64.29017792,,2/15/20 23:18,0.0507624,,2/15/20 23:18,0.0091945,,2/15/20 23:08,0.0031997,,2/15/20 23:09,64.29017792,,2/15/20 23:18,0.0034394,,2/15/20 23:18,0.9764073,,2/15/20 23:09,3.227155209
2/15/20 23:18,0.0028363,,2/15/20 23:18,0.9186887,,2/15/20 23:18,0.0459792,,2/15/20 23:18,0.0115058,,2/15/20 23:28,0.0036201,,2/15/20 23:19,64.25116272,,2/15/20 23:28,0.0547485,,2/15/20 23:28,0.0121179,,2/15/20 23:18,0.0032333,,2/15/20 23:19,64.25116272,,2/15/20 23:28,0.0024384,,2/15/20 23:28,0.9854549,,2/15/20 23:19,3.226959705
2/15/20 23:28,0.0016538,,2/15/20 23:28,0.9827941,,2/15/20 23:28,0.0365126,,2/15/20 23:28,0.0103863,,2/15/20 23:39,0.0045206,,2/15/20 23:30,64.17322845,,2/15/20 23:39,0.044134,,2/15/20 23:39,0.0139146,,2/15/20 23:28,0.0026586,,2/15/20 23:30,64.17322845,,2/15/20 23:39,0.0025671,,2/15/20 23:39,0.9347145,,2/15/20 23:30,3.227448225
2/15/20 23:39,0.0038573,,2/15/20 23:39,0.9554017,,2/15/20 23:39,0.0535585,,2/15/20 23:39,0.0105721,,2/15/20 23:49,0.0031418,,2/15/20 23:40,63.8613987,,2/15/20 23:49,0.044957,,2/15/20 23:49,0.0104978,,2/15/20 23:39,0.0032817,,2/15/20 23:40,63.8613987,,2/15/20 23:49,0.0020707,,2/15/20 23:49,0.942072,,2/15/20 23:40,3.226764202
2/15/20 23:49,0.0022807,,2/15/20 23:49,0.9721904,,2/15/20 23:49,0.036949,,2/15/20 23:49,0.0111786,,2/15/20 23:59,0.0035331,,2/15/20 23:50,63.90041046,,2/15/20 23:59,0.047629,,2/15/20 23:59,0.0093531,,2/15/20 23:49,0.003352,,2/15/20 23:50,63.90041046,,2/15/20 23:59,0.003336,,2/15/20 23:59,0.9531032,,2/15/20 23:50,3.226861954
2/15/20 23:59,0.0016119,,2/15/20 23:59,0.9385612,,2/15/20 23:59,0.0476367,,2/15/20 23:59,0.0087562,,2/16/20 0:09,0.0031659,,2/16/20 0:00,63.90041046,,2/16/20 0:09,0.051713,,2/16/20 0:09,0.0123928,,2/15/20 23:59,0.0027087,,2/16/20 0:00,63.90041046,,2/16/20 0:09,0.0024921,,2/16/20 0:09,0.9810084,,2/16/20 0:00,3.226373672
2/16/20 0:09,0.0022323,,2/16/20 0:09,0.9726679,,2/16/20 0:09,0.0381007,,2/16/20 0:09,0.0063546,,2/16/20 0:18,0.0027767,,2/16/20 0:09,64.05627899,,2/16/20 0:18,0.0424916,,2/16/20 0:18,0.010717,,2/16/20 0:09,0.0023676,,2/16/20 0:09,64.05627899,,2/16/20 0:18,0.0018192,,2/16/20 0:18,0.9722185,,2/16/20 0:09,3.226764202
2/16/20 0:18,0.002183,,2/16/20 0:18,0.9940767,,2/16/20 0:18,0.0405434,,2/16/20 0:18,0.0067464,,2/16/20 0:28,0.0028614,,2/16/20 0:19,63.93937759,,2/16/20 0:28,0.043474,,2/16/20 0:28,0.0083542,,2/16/20 0:18,0.0025193,,2/16/20 0:19,63.93937759,,2/16/20 0:28,0.001898,,2/16/20 0:28,0.9182115,,2/16/20 0:19,3.226178408
2/16/20 0:28,0.0020936,,2/16/20 0:28,0.9780647,,2/16/20 0:28,0.0432205,,2/16/20 0:28,0.0093741,,2/16/20 0:38,0.0035112,,2/16/20 0:29,64.05627899,,2/16/20 0:38,0.0509577,,2/16/20 0:38,0.0101558,,2/16/20 0:28,0.0028406,,2/16/20 0:29,64.05627899,,2/16/20 0:38,0.0017546,,2/16/20 0:38,0.9683645,,2/16/20 0:29,3.225982904
2/16/20 0:38,0.0021258,,2/16/20 0:38,1.0132588,,2/16/20 0:38,0.043836,,2/16/20 0:38,0.009313,,2/16/20 0:49,0.0034114,,2/16/20 0:39,63.90041046,,2/16/20 0:49,0.0517132,,2/16/20 0:49,0.0102957,,2/16/20 0:38,0.0030544,,2/16/20 0:39,63.90041046,,2/16/20 0:49,0.0027255,,2/16/20 0:49,0.9886596,,2/16/20 0:39,3.226568937
2/16/20 0:49,0.0019803,,2/16/20 0:49,1.0479984,,2/16/20 0:49,0.0394428,,2/16/20 0:49,0.0096178,,2/16/20 0:59,0.0029323,,2/16/20 0:50,63.82243156,,2/16/20 0:59,0.0423119,,2/16/20 0:59,0.0083908,,2/16/20 0:49,0.0030603,,2/16/20 0:50,63.82243156,,2/16/20 0:59,0.0030197,,2/16/20 0:59,0.9615428,,2/16/20 0:50,3.226275921
