Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 1 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 1 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 1 > Spindle > Battery Voltage,
2/22/20 14:49,0.042635,,2/22/20 14:49,0.0090522,,2/22/20 14:49,0.0015156,,2/22/20 14:49,0.9692662,,2/22/20 14:59,0.0030302,,2/22/20 14:40,63.8613987,,2/22/20 14:49,0.0026894,,2/22/20 14:40,63.8613987,,2/22/20 14:59,0.0457546,,2/22/20 14:59,0.0089995,,2/22/20 14:59,0.0011676,,2/22/20 14:59,1.0096514,,2/22/20 14:40,3.157411337
2/22/20 14:59,0.0428969,,2/22/20 14:59,0.0110209,,2/22/20 14:59,0.002111,,2/22/20 14:59,0.9312624,,2/22/20 15:08,0.0026335,,2/22/20 14:50,63.93937759,,2/22/20 14:59,0.0035566,,2/22/20 14:50,63.93937759,,2/22/20 15:08,0.0471256,,2/22/20 15:08,0.0078674,,2/22/20 15:08,0.0017155,,2/22/20 15:08,0.9920802,,2/22/20 14:50,3.157216072
2/22/20 15:08,0.0481698,,2/22/20 15:08,0.0108627,,2/22/20 15:08,0.0030804,,2/22/20 15:08,0.9089321,,2/22/20 15:19,0.0027104,,2/22/20 14:59,63.90041046,,2/22/20 15:08,0.0035492,,2/22/20 14:59,63.90041046,,2/22/20 15:19,0.0414456,,2/22/20 15:19,0.0083486,,2/22/20 15:19,0.0029407,,2/22/20 15:19,0.9917062,,2/22/20 14:59,3.157020807
2/22/20 15:19,0.048479,,2/22/20 15:19,0.0077776,,2/22/20 15:19,0.002218,,2/22/20 15:19,1.0207382,,2/22/20 15:29,0.0026935,,2/22/20 15:09,63.78346443,,2/22/20 15:19,0.0026301,,2/22/20 15:09,63.78346443,,2/22/20 15:29,0.0392397,,2/22/20 15:29,0.0088475,,2/22/20 15:29,0.0021297,,2/22/20 15:29,1.0331716,,2/22/20 15:09,3.156630039
2/22/20 15:29,0.0491131,,2/22/20 15:29,0.0092618,,2/22/20 15:29,0.0027324,,2/22/20 15:29,0.9661541,,2/22/20 15:39,0.0027163,,2/22/20 15:20,64.21219559,,2/22/20 15:29,0.0033489,,2/22/20 15:20,64.21219559,,2/22/20 15:39,0.0413715,,2/22/20 15:39,0.00936,,2/22/20 15:39,0.0018456,,2/22/20 15:39,1.0015447,,2/22/20 15:20,3.157020807
2/22/20 15:39,0.0476615,,2/22/20 15:39,0.0084495,,2/22/20 15:39,0.0025351,,2/22/20 15:39,0.9871448,,2/22/20 15:49,0.0030039,,2/22/20 15:30,63.97834473,,2/22/20 15:39,0.002809,,2/22/20 15:30,63.97834473,,2/22/20 15:49,0.0421254,,2/22/20 15:49,0.0078988,,2/22/20 15:49,0.0019373,,2/22/20 15:49,1.0111243,,2/22/20 15:30,3.157118559
2/22/20 15:49,0.045233,,2/22/20 15:49,0.0090379,,2/22/20 15:49,0.0028641,,2/22/20 15:49,0.9437362,,2/22/20 15:59,0.0029743,,2/22/20 15:40,64.25116272,,2/22/20 15:49,0.0032294,,2/22/20 15:40,64.25116272,,2/22/20 15:59,0.0500849,,2/22/20 15:59,0.0088056,,2/22/20 15:59,0.003373,,2/22/20 15:59,1.0227521,,2/22/20 15:40,3.157118559
2/22/20 15:59,0.046989,,2/22/20 15:59,0.0082185,,2/22/20 15:59,0.0023826,,2/22/20 15:59,0.9191904,,2/22/20 16:09,0.0026602,,2/22/20 15:49,63.6665184,,2/22/20 15:59,0.0031729,,2/22/20 15:49,63.6665184,,2/22/20 16:09,0.0426618,,2/22/20 16:09,0.0075257,,2/22/20 16:09,0.0018738,,2/22/20 16:09,0.9587848,,2/22/20 15:49,3.156727552
2/22/20 16:09,0.0432595,,2/22/20 16:09,0.0066422,,2/22/20 16:09,0.0018317,,2/22/20 16:09,0.9664478,,2/22/20 16:18,0.003229,,2/22/20 15:59,63.6665184,,2/22/20 16:09,0.0025265,,2/22/20 15:59,63.6665184,,2/22/20 16:18,0.0432567,,2/22/20 16:18,0.0108785,,2/22/20 16:18,0.0031582,,2/22/20 16:18,0.9898248,,2/22/20 15:59,3.156923056
2/22/20 16:18,0.0456915,,2/22/20 16:18,0.0108563,,2/22/20 16:18,0.0041314,,2/22/20 16:18,0.9403048,,2/22/20 16:29,0.0030604,,2/22/20 16:09,64.05627899,,2/22/20 16:18,0.0034691,,2/22/20 16:09,64.05627899,,2/22/20 16:29,0.040118,,2/22/20 16:29,0.0083858,,2/22/20 16:29,0.0030847,,2/22/20 16:29,0.9732548,,2/22/20 16:09,3.156923056
2/22/20 16:29,0.0452027,,2/22/20 16:29,0.0106799,,2/22/20 16:29,0.0023694,,2/22/20 16:29,0.9508104,,2/22/20 16:39,0.0031059,,2/22/20 16:19,63.78346443,,2/22/20 16:29,0.0030933,,2/22/20 16:19,63.78346443,,2/22/20 16:39,0.0444142,,2/22/20 16:39,0.0086752,,2/22/20 16:39,0.0015059,,2/22/20 16:39,0.9737036,,2/22/20 16:19,3.156141758
2/22/20 16:39,0.0491911,,2/22/20 16:39,0.009156,,2/22/20 16:39,0.0020112,,2/22/20 16:39,0.9222612,,2/22/20 16:49,0.0030604,,2/22/20 16:30,63.6665184,,2/22/20 16:39,0.0032432,,2/22/20 16:30,63.6665184,,2/22/20 16:49,0.0393002,,2/22/20 16:49,0.0089415,,2/22/20 16:49,0.0018855,,2/22/20 16:49,1.0046919,,2/22/20 16:30,3.156727552
2/22/20 16:49,0.0445444,,2/22/20 16:49,0.0087552,,2/22/20 16:49,0.0031097,,2/22/20 16:49,0.9269241,,2/22/20 16:59,0.0029098,,2/22/20 16:40,63.93937759,,2/22/20 16:49,0.0032732,,2/22/20 16:40,63.93937759,,2/22/20 16:59,0.0425363,,2/22/20 16:59,0.0081269,,2/22/20 16:59,0.0013584,,2/22/20 16:59,0.9698085,,2/22/20 16:40,3.156727552
2/22/20 16:59,0.0572393,,2/22/20 16:59,0.0107405,,2/22/20 16:59,0.0021882,,2/22/20 16:59,0.9577455,,2/22/20 17:09,0.00257,,2/22/20 16:49,63.70553017,,2/22/20 16:59,0.0032527,,2/22/20 16:49,63.70553017,,2/22/20 17:09,0.0433746,,2/22/20 17:09,0.0072789,,2/22/20 17:09,0.0015771,,2/22/20 17:09,0.9252131,,2/22/20 16:49,3.156825542
2/22/20 17:09,0.0520326,,2/22/20 17:09,0.0087831,,2/22/20 17:09,0.0027608,,2/22/20 17:09,0.9646599,,2/22/20 17:19,0.0031603,,2/22/20 16:59,63.78346443,,2/22/20 17:09,0.003186,,2/22/20 16:59,63.78346443,,2/22/20 17:19,0.0507005,,2/22/20 17:19,0.0119876,,2/22/20 17:19,0.0030136,,2/22/20 17:19,0.9786631,,2/22/20 16:59,3.156727552
2/22/20 17:19,0.0468746,,2/22/20 17:19,0.0098718,,2/22/20 17:19,0.0019249,,2/22/20 17:19,0.9667158,,2/22/20 17:28,0.0028938,,2/22/20 17:09,63.78346443,,2/22/20 17:19,0.0030078,,2/22/20 17:09,63.78346443,,2/22/20 17:28,0.0434333,,2/22/20 17:28,0.0085841,,2/22/20 17:28,0.0021077,,2/22/20 17:28,0.9740085,,2/22/20 17:09,3.156727552
2/22/20 17:29,0.043535,,2/22/20 17:29,0.0107221,,2/22/20 17:29,0.0024735,,2/22/20 17:29,0.9695805,,2/22/20 17:39,0.0029549,,2/22/20 17:19,63.70553017,,2/22/20 17:29,0.0033836,,2/22/20 17:19,63.70553017,,2/22/20 17:39,0.0430594,,2/22/20 17:39,0.0088309,,2/22/20 17:39,0.0021567,,2/22/20 17:39,0.9813902,,2/22/20 17:19,3.156044006
2/22/20 17:39,0.0565625,,2/22/20 17:39,0.0087488,,2/22/20 17:39,0.0014561,,2/22/20 17:39,0.9863205,,2/22/20 17:49,0.0028625,,2/22/20 17:29,63.78346443,,2/22/20 17:39,0.0029458,,2/22/20 17:29,63.78346443,,2/22/20 17:49,0.0444145,,2/22/20 17:49,0.0089567,,2/22/20 17:49,0.001213,,2/22/20 17:49,0.9581922,,2/22/20 17:29,3.156044006
2/22/20 17:49,0.0469686,,2/22/20 17:49,0.0096023,,2/22/20 17:49,0.0020642,,2/22/20 17:49,0.959116,,2/22/20 17:59,0.0032155,,2/22/20 17:40,63.47163467,,2/22/20 17:49,0.0031152,,2/22/20 17:40,63.47163467,,2/22/20 17:59,0.0446388,,2/22/20 17:59,0.0097194,,2/22/20 17:59,0.0028316,,2/22/20 17:59,0.961978,,2/22/20 17:40,3.156044006
2/22/20 17:59,0.0462132,,2/22/20 17:59,0.0111656,,2/22/20 17:59,0.0029391,,2/22/20 17:59,0.96686,,2/22/20 18:09,0.0027338,,2/22/20 17:49,63.90041046,,2/22/20 17:59,0.003182,,2/22/20 17:49,63.90041046,,2/22/20 18:09,0.0390455,,2/22/20 18:09,0.0073155,,2/22/20 18:09,0.0023121,,2/22/20 18:09,0.9830357,,2/22/20 17:49,3.155848742
2/22/20 18:09,0.0581213,,2/22/20 18:09,0.0082124,,2/22/20 18:09,0.0018388,,2/22/20 18:09,0.9693537,,2/22/20 18:19,0.0023366,,2/22/20 17:59,63.82243156,,2/22/20 18:09,0.0028142,,2/22/20 17:59,63.82243156,,2/22/20 18:19,0.0456277,,2/22/20 18:19,0.0067793,,2/22/20 18:19,0.0020344,,2/22/20 18:19,0.9682377,,2/22/20 17:59,3.156141758
2/22/20 18:19,0.0436921,,2/22/20 18:19,0.0079304,,2/22/20 18:19,0.002369,,2/22/20 18:19,0.9740115,,2/22/20 18:29,0.0034793,,2/22/20 18:10,63.82243156,,2/22/20 18:19,0.0028403,,2/22/20 18:10,63.82243156,,2/22/20 18:29,0.0429231,,2/22/20 18:29,0.011084,,2/22/20 18:29,0.0041535,,2/22/20 18:29,0.9223594,,2/22/20 18:10,3.155848742
2/22/20 18:29,0.0408893,,2/22/20 18:29,0.0078147,,2/22/20 18:29,0.0021967,,2/22/20 18:29,0.9833321,,2/22/20 18:39,0.0031637,,2/22/20 18:20,63.90041046,,2/22/20 18:29,0.002887,,2/22/20 18:20,63.90041046,,2/22/20 18:39,0.0439895,,2/22/20 18:39,0.0100557,,2/22/20 18:39,0.0030115,,2/22/20 18:39,0.9678235,,2/22/20 18:20,3.155946255
2/22/20 18:39,0.0480487,,2/22/20 18:39,0.008587,,2/22/20 18:39,0.0013422,,2/22/20 18:39,0.9914728,,2/22/20 18:49,0.0030634,,2/22/20 18:30,63.27675095,,2/22/20 18:39,0.0026429,,2/22/20 18:30,63.27675095,,2/22/20 18:49,0.0408082,,2/22/20 18:49,0.0095242,,2/22/20 18:49,0.0031903,,2/22/20 18:49,0.9635199,,2/22/20 18:30,3.156141758
2/22/20 18:49,0.0431987,,2/22/20 18:49,0.0087628,,2/22/20 18:49,0.0027535,,2/22/20 18:49,0.948935,,2/22/20 18:59,0.0028947,,2/22/20 18:39,63.43266754,,2/22/20 18:49,0.0029497,,2/22/20 18:39,63.43266754,,2/22/20 18:59,0.0529187,,2/22/20 18:59,0.0113299,,2/22/20 18:59,0.0021667,,2/22/20 18:59,0.9785192,,2/22/20 18:39,3.155750751
2/22/20 18:59,0.0419018,,2/22/20 18:59,0.0149025,,2/22/20 18:59,0.0031587,,2/22/20 18:59,0.9306338,,2/22/20 19:09,0.0029703,,2/22/20 18:50,64.09529419,,2/22/20 18:59,0.0036116,,2/22/20 18:50,64.09529419,,2/22/20 19:09,0.037386,,2/22/20 19:09,0.0111729,,2/22/20 19:09,0.0022718,,2/22/20 19:09,0.9985817,,2/22/20 18:50,3.156141758
2/22/20 19:09,0.0426426,,2/22/20 19:09,0.0113616,,2/22/20 19:09,0.0022021,,2/22/20 19:09,0.922828,,2/22/20 19:19,0.0030776,,2/22/20 19:00,64.13426132,,2/22/20 19:09,0.003154,,2/22/20 19:00,64.13426132,,2/22/20 19:19,0.0476435,,2/22/20 19:19,0.0089298,,2/22/20 19:19,0.003697,,2/22/20 19:19,0.9440673,,2/22/20 19:00,3.155555487
2/22/20 19:19,0.0443475,,2/22/20 19:19,0.0071148,,2/22/20 19:19,0.0019721,,2/22/20 19:19,0.9593942,,2/22/20 19:29,0.0030197,,2/22/20 19:10,63.90041046,,2/22/20 19:19,0.0026222,,2/22/20 19:10,63.90041046,,2/22/20 19:29,0.0444115,,2/22/20 19:29,0.0079675,,2/22/20 19:29,0.0024555,,2/22/20 19:29,0.9851933,,2/22/20 19:10,3.156044006
2/22/20 19:29,0.0471959,,2/22/20 19:29,0.0089831,,2/22/20 19:29,0.0022672,,2/22/20 19:29,1.0076873,,2/22/20 19:39,0.0036911,,2/22/20 19:20,63.78346443,,2/22/20 19:29,0.0027026,,2/22/20 19:20,63.78346443,,2/22/20 19:39,0.0409225,,2/22/20 19:39,0.0104868,,2/22/20 19:39,0.0038264,,2/22/20 19:39,0.9540266,,2/22/20 19:20,3.155457735
2/22/20 19:39,0.0464952,,2/22/20 19:39,0.011281,,2/22/20 19:39,0.0028071,,2/22/20 19:39,0.960739,,2/22/20 19:48,0.0025754,,2/22/20 19:30,64.13426132,,2/22/20 19:39,0.0031284,,2/22/20 19:30,64.13426132,,2/22/20 19:48,0.0450617,,2/22/20 19:48,0.0065811,,2/22/20 19:48,0.0017203,,2/22/20 19:48,0.9117212,,2/22/20 19:30,3.155457735
2/22/20 19:49,0.0537883,,2/22/20 19:49,0.0108124,,2/22/20 19:49,0.002151,,2/22/20 19:49,0.941294,,2/22/20 19:59,0.0033208,,2/22/20 19:39,63.78346443,,2/22/20 19:49,0.0035519,,2/22/20 19:39,63.78346443,,2/22/20 19:59,0.0410076,,2/22/20 19:59,0.0116742,,2/22/20 19:59,0.0017457,,2/22/20 19:59,0.9404829,,2/22/20 19:39,3.155457735
2/22/20 19:59,0.0491881,,2/22/20 19:59,0.0092191,,2/22/20 19:59,0.0018985,,2/22/20 19:59,0.9518873,,2/22/20 20:09,0.0029672,,2/22/20 19:49,63.7444973,,2/22/20 19:59,0.0034265,,2/22/20 19:49,63.7444973,,2/22/20 20:09,0.0508332,,2/22/20 20:09,0.0084123,,2/22/20 20:09,0.0026662,,2/22/20 20:09,0.9618456,,2/22/20 19:49,3.155653238
2/22/20 20:09,0.0511765,,2/22/20 20:09,0.008418,,2/22/20 20:09,0.0021207,,2/22/20 20:09,0.9557258,,2/22/20 20:19,0.0033496,,2/22/20 20:00,64.05627899,,2/22/20 20:09,0.002914,,2/22/20 20:00,64.05627899,,2/22/20 20:19,0.0387964,,2/22/20 20:19,0.0112399,,2/22/20 20:19,0.002984,,2/22/20 20:19,0.9517482,,2/22/20 20:00,3.155360222
2/22/20 20:19,0.0504579,,2/22/20 20:19,0.0083028,,2/22/20 20:19,0.0023178,,2/22/20 20:19,0.9610997,,2/22/20 20:29,0.0026792,,2/22/20 20:10,64.13426132,,2/22/20 20:19,0.0029967,,2/22/20 20:10,64.13426132,,2/22/20 20:29,0.045677,,2/22/20 20:29,0.0083755,,2/22/20 20:29,0.00201,,2/22/20 20:29,0.9954172,,2/22/20 20:10,3.15526247
2/22/20 20:29,0.0437102,,2/22/20 20:29,0.0102955,,2/22/20 20:29,0.0016835,,2/22/20 20:29,0.9554784,,2/22/20 20:39,0.0034093,,2/22/20 20:20,64.05627899,,2/22/20 20:29,0.0031784,,2/22/20 20:20,64.05627899,,2/22/20 20:39,0.0451433,,2/22/20 20:39,0.0107045,,2/22/20 20:39,0.002383,,2/22/20 20:39,0.982679,,2/22/20 20:20,3.155946255
2/22/20 20:39,0.0624777,,2/22/20 20:39,0.0121916,,2/22/20 20:39,0.0024421,,2/22/20 20:39,0.9580649,,2/22/20 20:49,0.0029648,,2/22/20 20:30,64.17322845,,2/22/20 20:39,0.003447,,2/22/20 20:30,64.17322845,,2/22/20 20:49,0.043065,,2/22/20 20:49,0.0106597,,2/22/20 20:49,0.001905,,2/22/20 20:49,0.9649065,,2/22/20 20:30,3.155457735
2/22/20 20:49,0.0517556,,2/22/20 20:49,0.009113,,2/22/20 20:49,0.0027156,,2/22/20 20:49,0.9536494,,2/22/20 20:59,0.0031493,,2/22/20 20:39,64.05627899,,2/22/20 20:49,0.0029767,,2/22/20 20:39,64.05627899,,2/22/20 20:59,0.0460448,,2/22/20 20:59,0.0091594,,2/22/20 20:59,0.0030714,,2/22/20 20:59,0.965361,,2/22/20 20:39,3.154871941
2/22/20 20:59,0.0477625,,2/22/20 20:59,0.0116534,,2/22/20 20:59,0.0020506,,2/22/20 20:59,1.0141535,,2/22/20 21:09,0.0029586,,2/22/20 20:49,63.97834473,,2/22/20 20:59,0.0032553,,2/22/20 20:49,63.97834473,,2/22/20 21:09,0.0394927,,2/22/20 21:09,0.0098992,,2/22/20 21:09,0.0019383,,2/22/20 21:09,0.9761718,,2/22/20 20:49,3.154969454
2/22/20 21:09,0.0513964,,2/22/20 21:09,0.0122742,,2/22/20 21:09,0.0022017,,2/22/20 21:09,0.9412477,,2/22/20 21:19,0.0028759,,2/22/20 20:59,63.93937759,,2/22/20 21:09,0.0035575,,2/22/20 20:59,63.93937759,,2/22/20 21:19,0.0389344,,2/22/20 21:19,0.0120511,,2/22/20 21:19,0.0032676,,2/22/20 21:19,0.9621563,,2/22/20 20:59,3.154285669
2/22/20 21:19,0.0570725,,2/22/20 21:19,0.01025,,2/22/20 21:19,0.0023648,,2/22/20 21:19,0.9853621,,2/22/20 21:29,0.0033441,,2/22/20 21:10,63.8613987,,2/22/20 21:19,0.0029171,,2/22/20 21:10,63.8613987,,2/22/20 21:29,0.04264,,2/22/20 21:29,0.0095645,,2/22/20 21:29,0.0032952,,2/22/20 21:29,0.9591185,,2/22/20 21:10,3.154871941
2/22/20 21:29,0.0480139,,2/22/20 21:29,0.0109925,,2/22/20 21:29,0.0022624,,2/22/20 21:29,0.9470337,,2/22/20 21:39,0.0033423,,2/22/20 21:20,63.78346443,,2/22/20 21:29,0.0041519,,2/22/20 21:20,63.78346443,,2/22/20 21:39,0.0518735,,2/22/20 21:39,0.0114216,,2/22/20 21:39,0.0042744,,2/22/20 21:39,1.0086158,,2/22/20 21:20,3.15526247
2/22/20 21:39,0.0484492,,2/22/20 21:39,0.0089768,,2/22/20 21:39,0.0017502,,2/22/20 21:39,0.9493575,,2/22/20 21:49,0.0025048,,2/22/20 21:30,64.09529419,,2/22/20 21:39,0.0031461,,2/22/20 21:30,64.09529419,,2/22/20 21:49,0.0419685,,2/22/20 21:49,0.006903,,2/22/20 21:49,0.0017915,,2/22/20 21:49,0.9419155,,2/22/20 21:30,3.15526247
2/22/20 21:49,0.0457413,,2/22/20 21:49,0.0106874,,2/22/20 21:49,0.0036249,,2/22/20 21:49,0.9071494,,2/22/20 21:59,0.002455,,2/22/20 21:39,63.78346443,,2/22/20 21:49,0.0034013,,2/22/20 21:39,63.78346443,,2/22/20 21:59,0.044823,,2/22/20 21:59,0.0087731,,2/22/20 21:59,0.001657,,2/22/20 21:59,1.0131725,,2/22/20 21:39,3.154578686
2/22/20 21:59,0.0413944,,2/22/20 21:59,0.0099571,,2/22/20 21:59,0.0018588,,2/22/20 21:59,0.9254145,,2/22/20 22:09,0.0029707,,2/22/20 21:49,63.90041046,,2/22/20 21:59,0.002885,,2/22/20 21:49,63.90041046,,2/22/20 22:09,0.0405501,,2/22/20 22:09,0.0109189,,2/22/20 22:09,0.0018245,,2/22/20 22:09,0.9511786,,2/22/20 21:49,3.154676437
2/22/20 22:09,0.0518412,,2/22/20 22:09,0.0106515,,2/22/20 22:09,0.001883,,2/22/20 22:09,0.9708273,,2/22/20 22:18,0.0026012,,2/22/20 21:59,64.05627899,,2/22/20 22:09,0.0036778,,2/22/20 21:59,64.05627899,,2/22/20 22:18,0.0426221,,2/22/20 22:18,0.0077231,,2/22/20 22:18,0.0027029,,2/22/20 22:18,0.9754008,,2/22/20 21:59,3.154773951
2/22/20 22:18,0.0610197,,2/22/20 22:18,0.0094915,,2/22/20 22:18,0.002822,,2/22/20 22:18,0.9754335,,2/22/20 22:29,0.002298,,2/22/20 22:09,63.8613987,,2/22/20 22:18,0.0030145,,2/22/20 22:09,63.8613987,,2/22/20 22:29,0.0379909,,2/22/20 22:29,0.0072249,,2/22/20 22:29,0.0011451,,2/22/20 22:29,0.9784329,,2/22/20 22:09,3.154676437
2/22/20 22:29,0.0478269,,2/22/20 22:29,0.0071867,,2/22/20 22:29,0.0022754,,2/22/20 22:29,0.9697814,,2/22/20 22:39,0.0028529,,2/22/20 22:19,64.01731186,,2/22/20 22:29,0.0028049,,2/22/20 22:19,64.01731186,,2/22/20 22:39,0.0418761,,2/22/20 22:39,0.0088375,,2/22/20 22:39,0.0032599,,2/22/20 22:39,0.9747449,,2/22/20 22:19,3.155164957
2/22/20 22:39,0.0495967,,2/22/20 22:39,0.0114877,,2/22/20 22:39,0.0030563,,2/22/20 22:39,0.9817143,,2/22/20 22:49,0.0036847,,2/22/20 22:29,63.97834473,,2/22/20 22:39,0.0033684,,2/22/20 22:29,63.97834473,,2/22/20 22:49,0.0415906,,2/22/20 22:49,0.0122474,,2/22/20 22:49,0.0031002,,2/22/20 22:49,0.9853486,,2/22/20 22:29,3.154871941
2/22/20 22:49,0.0456472,,2/22/20 22:49,0.0088661,,2/22/20 22:49,0.0026707,,2/22/20 22:49,0.954381,,2/22/20 22:59,0.0029051,,2/22/20 22:39,63.70553017,,2/22/20 22:49,0.0026228,,2/22/20 22:39,63.70553017,,2/22/20 22:59,0.038581,,2/22/20 22:59,0.0106261,,2/22/20 22:59,0.0021259,,2/22/20 22:59,0.9666095,,2/22/20 22:39,3.154383421
2/22/20 22:59,0.0447214,,2/22/20 22:59,0.0102832,,2/22/20 22:59,0.0025271,,2/22/20 22:59,0.9804313,,2/22/20 23:09,0.0027034,,2/22/20 22:49,64.13426132,,2/22/20 22:59,0.0033208,,2/22/20 22:49,64.13426132,,2/22/20 23:09,0.042819,,2/22/20 23:09,0.0100299,,2/22/20 23:09,0.0021134,,2/22/20 23:09,0.9980293,,2/22/20 22:49,3.154676437
2/22/20 23:09,0.0434018,,2/22/20 23:09,0.0099343,,2/22/20 23:09,0.0038311,,2/22/20 23:09,0.9947445,,2/22/20 23:19,0.0026183,,2/22/20 22:59,64.09529419,,2/22/20 23:09,0.0034713,,2/22/20 22:59,64.09529419,,2/22/20 23:19,0.0411605,,2/22/20 23:19,0.0083169,,2/22/20 23:19,0.001583,,2/22/20 23:19,0.9722422,,2/22/20 22:59,3.154090405
2/22/20 23:19,0.0432542,,2/22/20 23:19,0.0096269,,2/22/20 23:19,0.0019826,,2/22/20 23:19,0.9916222,,2/22/20 23:28,0.0030408,,2/22/20 23:09,63.78346443,,2/22/20 23:19,0.0030801,,2/22/20 23:09,63.78346443,,2/22/20 23:28,0.049142,,2/22/20 23:28,0.0098118,,2/22/20 23:28,0.0032324,,2/22/20 23:28,0.9580713,,2/22/20 23:09,3.154285669
2/22/20 23:28,0.0473619,,2/22/20 23:28,0.0084024,,2/22/20 23:28,0.0024763,,2/22/20 23:28,0.9655101,,2/22/20 23:39,0.0028232,,2/22/20 23:19,63.6665184,,2/22/20 23:28,0.0027953,,2/22/20 23:19,63.6665184,,2/22/20 23:39,0.0386397,,2/22/20 23:39,0.0102489,,2/22/20 23:39,0.0021406,,2/22/20 23:39,0.9911366,,2/22/20 23:19,3.154383421
2/22/20 23:39,0.0457809,,2/22/20 23:39,0.0092327,,2/22/20 23:39,0.0024775,,2/22/20 23:39,0.9664427,,2/22/20 23:49,0.0027646,,2/22/20 23:29,63.8613987,,2/22/20 23:39,0.0027565,,2/22/20 23:29,63.8613987,,2/22/20 23:49,0.041743,,2/22/20 23:49,0.0085209,,2/22/20 23:49,0.0013654,,2/22/20 23:49,0.9535951,,2/22/20 23:29,3.154676437
2/22/20 23:49,0.0459831,,2/22/20 23:49,0.0078667,,2/22/20 23:49,0.0013942,,2/22/20 23:49,0.9406294,,2/22/20 23:59,0.0032501,,2/22/20 23:40,63.47163467,,2/22/20 23:49,0.002777,,2/22/20 23:40,63.47163467,,2/22/20 23:59,0.056317,,2/22/20 23:59,0.0096714,,2/22/20 23:59,0.0031955,,2/22/20 23:59,1.003311,,2/22/20 23:40,3.154578686
2/22/20 23:59,0.0502204,,2/22/20 23:59,0.0089128,,2/22/20 23:59,0.0011125,,2/22/20 23:59,0.9738054,,2/23/20 0:09,0.0028262,,2/22/20 23:49,63.58858414,,2/22/20 23:59,0.0024564,,2/22/20 23:49,63.58858414,,2/23/20 0:09,0.0418918,,2/23/20 0:09,0.0084679,,2/23/20 0:09,0.0019419,,2/23/20 0:09,0.964475,,2/22/20 23:49,3.154090405
2/23/20 0:09,0.0443051,,2/23/20 0:09,0.0087006,,2/23/20 0:09,0.0016464,,2/23/20 0:09,0.9741815,,2/23/20 0:19,0.0031433,,2/23/20 0:00,63.93937759,,2/23/20 0:09,0.0031512,,2/23/20 0:00,63.93937759,,2/23/20 0:19,0.0429402,,2/23/20 0:19,0.00892,,2/23/20 0:19,0.0020859,,2/23/20 0:19,0.9842842,,2/23/20 0:00,3.153992653
2/23/20 0:19,0.0476442,,2/23/20 0:19,0.0114123,,2/23/20 0:19,0.0015411,,2/23/20 0:19,1.0057345,,2/23/20 0:29,0.0026352,,2/23/20 0:10,63.62755127,,2/23/20 0:19,0.0034364,,2/23/20 0:10,63.62755127,,2/23/20 0:29,0.0446095,,2/23/20 0:29,0.0078052,,2/23/20 0:29,0.002015,,2/23/20 0:29,0.9791866,,2/23/20 0:10,3.154383421
2/23/20 0:29,0.0449282,,2/23/20 0:29,0.0092047,,2/23/20 0:29,0.0032728,,2/23/20 0:29,0.9974186,,2/23/20 0:38,0.0023584,,2/23/20 0:20,63.47163467,,2/23/20 0:29,0.0030966,,2/23/20 0:20,63.47163467,,2/23/20 0:38,0.0418474,,2/23/20 0:38,0.007288,,2/23/20 0:38,0.0018535,,2/23/20 0:38,0.9460235,,2/23/20 0:20,3.154090405
2/23/20 0:38,0.0534969,,2/23/20 0:38,0.0076599,,2/23/20 0:38,0.0029383,,2/23/20 0:38,0.9949506,,2/23/20 0:49,0.0033169,,2/23/20 0:29,63.43266754,,2/23/20 0:38,0.0027555,,2/23/20 0:29,63.43266754,,2/23/20 0:49,0.0458768,,2/23/20 0:49,0.0094234,,2/23/20 0:49,0.0016794,,2/23/20 0:49,0.9853256,,2/23/20 0:29,3.154090405
2/23/20 0:49,0.0512108,,2/23/20 0:49,0.0094984,,2/23/20 0:49,0.0041067,,2/23/20 0:49,0.9400832,,2/23/20 0:59,0.0028093,,2/23/20 0:39,63.97834473,,2/23/20 0:49,0.0034419,,2/23/20 0:39,63.97834473,,2/23/20 0:59,0.040935,,2/23/20 0:59,0.0102939,,2/23/20 0:59,0.0018211,,2/23/20 1:09,0.9511786,,2/23/20 0:39,3.153992653
