Machines > Lathe 1 > MIB > Y-Vertical > RMS Velocity,,,Machines > Lathe 1 > MIB > Y-Vertical > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Band 1,,,Machines > Lathe 1 > MIB > Y-Vertical > Damage Accumulation,,,Machines > Lathe 1 > MIB > X-Axial > Peak Acceleration,,,Machines > Lathe 1 > MIB > X-Axial > Peak Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Band 1,,,Machines > Lathe 1 > MIB > X-Axial > Damage Accumulation,,,Machines > Lathe 1 > MIB > X-Axial > RMS Velocity,,,Machines > Lathe 1 > MIB > X-Axial > Temperature,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Acceleration,,,Machines > Lathe 1 > MIB > Y-Vertical > Peak Velocity,,,Machines > Lathe 1 > MIB > Battery Voltage,
2/15/20 15:08,0.0047957,,2/15/20 14:59,64.93165588,,2/15/20 15:08,0.0034584,,2/15/20 15:08,0.9863329,,2/15/20 14:58,0.046571,,2/15/20 14:58,0.0182398,,2/15/20 14:58,0.0064873,,2/15/20 14:58,0.9946489,,2/15/20 14:58,0.0056103,,2/15/20 14:59,64.93165588,,2/15/20 15:08,0.0433985,,2/15/20 15:08,0.013621,,2/15/20 14:59,3.214652061
2/15/20 15:19,0.0050697,,2/15/20 15:09,65.10781136,,2/15/20 15:19,0.0047495,,2/15/20 15:19,0.9992413,,2/15/20 15:08,0.0463573,,2/15/20 15:08,0.014168,,2/15/20 15:08,0.0037927,,2/15/20 15:08,1.0030637,,2/15/20 15:08,0.0043836,,2/15/20 15:09,65.10781136,,2/15/20 15:19,0.0425977,,2/15/20 15:19,0.0166869,,2/15/20 15:09,3.215042591
2/15/20 15:29,0.0044858,,2/15/20 15:19,64.6498291,,2/15/20 15:29,0.0022705,,2/15/20 15:29,1.0131849,,2/15/20 15:19,0.0479963,,2/15/20 15:19,0.0155291,,2/15/20 15:19,0.0033331,,2/15/20 15:19,0.991105,,2/15/20 15:19,0.0051569,,2/15/20 15:19,64.6498291,,2/15/20 15:29,0.0431719,,2/15/20 15:29,0.0147394,,2/15/20 15:19,3.214652061
2/15/20 15:39,0.0046863,,2/15/20 15:29,65.24874535,,2/15/20 15:39,0.0049524,,2/15/20 15:39,1.011839,,2/15/20 15:29,0.0500607,,2/15/20 15:29,0.0144014,,2/15/20 15:29,0.0047755,,2/15/20 15:29,1.0135884,,2/15/20 15:29,0.0050478,,2/15/20 15:29,65.24874535,,2/15/20 15:39,0.0431542,,2/15/20 15:39,0.0141742,,2/15/20 15:29,3.214456797
2/15/20 15:49,0.0048851,,2/15/20 15:39,65.14307747,,2/15/20 15:49,0.00322,,2/15/20 15:49,1.0041773,,2/15/20 15:39,0.050492,,2/15/20 15:39,0.0131715,,2/15/20 15:39,0.0030495,,2/15/20 15:39,1.0029089,,2/15/20 15:39,0.0046548,,2/15/20 15:39,65.14307747,,2/15/20 15:49,0.0417221,,2/15/20 15:49,0.0144008,,2/15/20 15:39,3.21406579
2/15/20 15:58,0.0042718,,2/15/20 15:49,65.00214348,,2/15/20 15:58,0.0029946,,2/15/20 15:58,1.0077794,,2/15/20 15:49,0.0464488,,2/15/20 15:49,0.0156152,,2/15/20 15:49,0.0034034,,2/15/20 15:49,0.9871673,,2/15/20 15:49,0.0049742,,2/15/20 15:49,65.00214348,,2/15/20 15:58,0.0429167,,2/15/20 15:58,0.0133087,,2/15/20 15:49,3.21406579
2/15/20 16:08,0.0038863,,2/15/20 15:59,65.00214348,,2/15/20 16:08,0.0020096,,2/15/20 16:08,0.9798876,,2/15/20 15:58,0.0491242,,2/15/20 15:58,0.0168454,,2/15/20 15:58,0.002322,,2/15/20 15:58,0.9687718,,2/15/20 15:58,0.0051975,,2/15/20 15:59,65.00214348,,2/15/20 16:08,0.0432235,,2/15/20 16:08,0.0161221,,2/15/20 15:59,3.213968277
2/15/20 16:18,0.0036963,,2/15/20 16:09,65.03736496,,2/15/20 16:18,0.0023154,,2/15/20 16:18,1.0178833,,2/15/20 16:08,0.0478745,,2/15/20 16:08,0.0140177,,2/15/20 16:08,0.0022279,,2/15/20 16:08,0.9982292,,2/15/20 16:08,0.0039993,,2/15/20 16:09,65.03736496,,2/15/20 16:18,0.0421268,,2/15/20 16:18,0.0114442,,2/15/20 16:09,3.213479996
2/15/20 16:28,0.0040526,,2/15/20 16:18,64.93165588,,2/15/20 16:28,0.0040893,,2/15/20 16:28,1.0267394,,2/15/20 16:18,0.0515464,,2/15/20 16:18,0.0159711,,2/15/20 16:18,0.0032402,,2/15/20 16:18,0.9946512,,2/15/20 16:18,0.0044817,,2/15/20 16:18,64.93165588,,2/15/20 16:28,0.0415654,,2/15/20 16:28,0.0125595,,2/15/20 16:18,3.213284492
2/15/20 16:39,0.0040099,,2/15/20 16:28,65.07258987,,2/15/20 16:39,0.0035858,,2/15/20 16:39,1.0095093,,2/15/20 16:28,0.0483255,,2/15/20 16:28,0.013013,,2/15/20 16:28,0.002767,,2/15/20 16:28,0.9770682,,2/15/20 16:28,0.0044693,,2/15/20 16:28,65.07258987,,2/15/20 16:39,0.0426444,,2/15/20 16:39,0.0118233,,2/15/20 16:28,3.213382244
2/15/20 16:49,0.004842,,2/15/20 16:39,64.89643097,,2/15/20 16:49,0.0038063,,2/15/20 16:49,1.0067026,,2/15/20 16:39,0.0506853,,2/15/20 16:39,0.0156295,,2/15/20 16:39,0.0033926,,2/15/20 16:39,1.015423,,2/15/20 16:39,0.0042988,,2/15/20 16:39,64.89643097,,2/15/20 16:49,0.0454199,,2/15/20 16:49,0.0151762,,2/15/20 16:39,3.212991476
2/15/20 16:59,0.0044619,,2/15/20 16:49,65.38967934,,2/15/20 16:59,0.0030401,,2/15/20 16:59,0.9743325,,2/15/20 16:49,0.0476689,,2/15/20 16:49,0.0201586,,2/15/20 16:49,0.0067065,,2/15/20 16:49,0.9834573,,2/15/20 16:49,0.0062874,,2/15/20 16:49,65.38967934,,2/15/20 16:59,0.0419141,,2/15/20 16:59,0.0134886,,2/15/20 16:49,3.21269846
2/15/20 17:08,0.0046151,,2/15/20 16:59,65.10781136,,2/15/20 17:08,0.0042422,,2/15/20 17:08,1.0221853,,2/15/20 16:59,0.0477126,,2/15/20 16:59,0.0150936,,2/15/20 16:59,0.0040971,,2/15/20 16:59,0.9877045,,2/15/20 16:59,0.0052872,,2/15/20 16:59,65.10781136,,2/15/20 17:08,0.0460531,,2/15/20 17:08,0.0126403,,2/15/20 16:59,3.213186741
2/15/20 17:18,0.0055292,,2/15/20 17:09,65.21352386,,2/15/20 17:18,0.0064689,,2/15/20 17:18,0.9875688,,2/15/20 17:08,0.0554707,,2/15/20 17:08,0.0180345,,2/15/20 17:08,0.0036301,,2/15/20 17:08,0.9974303,,2/15/20 17:08,0.0055067,,2/15/20 17:09,65.21352386,,2/15/20 17:18,0.0513291,,2/15/20 17:18,0.0157262,,2/15/20 17:09,3.212405443
2/15/20 17:28,0.004007,,2/15/20 17:18,65.35445786,,2/15/20 17:28,0.003348,,2/15/20 17:28,1.0098815,,2/15/20 17:18,0.051211,,2/15/20 17:18,0.0147903,,2/15/20 17:18,0.0034738,,2/15/20 17:18,1.0156574,,2/15/20 17:18,0.0047138,,2/15/20 17:18,65.35445786,,2/15/20 17:28,0.0522776,,2/15/20 17:28,0.0132458,,2/15/20 17:18,3.212405443
2/15/20 17:38,0.0046742,,2/15/20 17:28,65.28396683,,2/15/20 17:38,0.003199,,2/15/20 17:38,1.0004723,,2/15/20 17:28,0.0507581,,2/15/20 17:28,0.0160508,,2/15/20 17:28,0.0026318,,2/15/20 17:28,1.0165474,,2/15/20 17:28,0.005549,,2/15/20 17:28,65.28396683,,2/15/20 17:38,0.0451716,,2/15/20 17:38,0.0148014,,2/15/20 17:28,3.21220994
2/15/20 17:49,0.004735,,2/15/20 17:38,64.966922,,2/15/20 17:49,0.0033531,,2/15/20 17:49,0.9999144,,2/15/20 17:38,0.0449493,,2/15/20 17:38,0.0161362,,2/15/20 17:38,0.0029764,,2/15/20 17:38,1.0103791,,2/15/20 17:38,0.0049594,,2/15/20 17:38,64.966922,,2/15/20 17:49,0.0464058,,2/15/20 17:49,0.0162346,,2/15/20 17:38,3.211916924
2/15/20 17:59,0.0045095,,2/15/20 17:49,65.35445786,,2/15/20 17:59,0.0031214,,2/15/20 17:59,1.0066219,,2/15/20 17:49,0.0496313,,2/15/20 17:49,0.015045,,2/15/20 17:49,0.0042832,,2/15/20 17:49,0.9856128,,2/15/20 17:49,0.0054275,,2/15/20 17:49,65.35445786,,2/15/20 17:59,0.0483276,,2/15/20 17:59,0.0141865,,2/15/20 17:49,3.211916924
2/15/20 18:09,0.0042347,,2/15/20 18:00,65.03736496,,2/15/20 18:09,0.0037528,,2/15/20 18:09,0.9799559,,2/15/20 17:59,0.0478334,,2/15/20 17:59,0.0148052,,2/15/20 17:59,0.0053069,,2/15/20 17:59,1.0058633,,2/15/20 17:59,0.004949,,2/15/20 18:00,65.03736496,,2/15/20 18:09,0.0471463,,2/15/20 18:09,0.0119787,,2/15/20 18:00,3.211916924
2/15/20 18:18,0.0037003,,2/15/20 18:10,64.86120949,,2/15/20 18:18,0.0018513,,2/15/20 18:18,0.9704759,,2/15/20 18:09,0.04749,,2/15/20 18:09,0.01885,,2/15/20 18:09,0.0053419,,2/15/20 18:09,1.0014112,,2/15/20 18:09,0.005336,,2/15/20 18:10,64.86120949,,2/15/20 18:18,0.0427368,,2/15/20 18:18,0.0123027,,2/15/20 18:10,3.211233139
2/15/20 18:28,0.0040246,,2/15/20 18:19,65.35445786,,2/15/20 18:28,0.0026472,,2/15/20 18:28,1.01596,,2/15/20 18:18,0.0579726,,2/15/20 18:18,0.0157322,,2/15/20 18:18,0.0058827,,2/15/20 18:18,1.0179881,,2/15/20 18:18,0.0051858,,2/15/20 18:19,65.35445786,,2/15/20 18:28,0.0495977,,2/15/20 18:28,0.0130597,,2/15/20 18:19,3.210744858
2/15/20 18:38,0.0049588,,2/15/20 18:29,65.7067688,,2/15/20 18:38,0.0036293,,2/15/20 18:38,1.0254643,,2/15/20 18:28,0.0545076,,2/15/20 18:28,0.0185014,,2/15/20 18:28,0.005617,,2/15/20 18:28,0.9946284,,2/15/20 18:28,0.0053323,,2/15/20 18:29,65.7067688,,2/15/20 18:38,0.0478125,,2/15/20 18:38,0.0141975,,2/15/20 18:29,3.210744858
2/15/20 18:48,0.0041491,,2/15/20 18:39,65.17829895,,2/15/20 18:48,0.0038395,,2/15/20 18:48,1.0016224,,2/15/20 18:38,0.0446605,,2/15/20 18:38,0.0170179,,2/15/20 18:38,0.0038538,,2/15/20 18:38,1.0167317,,2/15/20 18:38,0.0051373,,2/15/20 18:39,65.17829895,,2/15/20 18:48,0.0468849,,2/15/20 18:48,0.0126093,,2/15/20 18:39,3.210940123
2/15/20 18:59,0.0052006,,2/15/20 18:50,65.35445786,,2/15/20 18:59,0.0036295,,2/15/20 18:59,1.0299891,,2/15/20 18:48,0.046433,,2/15/20 18:48,0.0180045,,2/15/20 18:48,0.0041097,,2/15/20 18:48,0.9960487,,2/15/20 18:48,0.0052189,,2/15/20 18:50,65.35445786,,2/15/20 18:59,0.0440894,,2/15/20 18:59,0.0143688,,2/15/20 18:50,3.210549593
2/15/20 19:09,0.0029938,,2/15/20 19:00,65.7067688,,2/15/20 19:09,0.0022534,,2/15/20 19:09,0.3759013,,2/15/20 18:59,0.0535827,,2/15/20 18:59,0.0136516,,2/15/20 18:59,0.0036009,,2/15/20 18:59,1.0291479,,2/15/20 18:59,0.0045568,,2/15/20 19:00,65.7067688,,2/15/20 19:09,0.0199724,,2/15/20 19:09,0.0081556,,2/15/20 19:00,3.210158587
2/15/20 19:19,0.0044148,,2/15/20 19:10,65.38967934,,2/15/20 19:19,0.0032147,,2/15/20 19:19,1.0270991,,2/15/20 19:09,0.0640584,,2/15/20 19:09,0.0160402,,2/15/20 19:09,0.0033207,,2/15/20 19:09,1.0158577,,2/15/20 19:09,0.0049634,,2/15/20 19:10,65.38967934,,2/15/20 19:19,0.0418009,,2/15/20 19:19,0.0160153,,2/15/20 19:10,3.209865808
2/15/20 19:28,0.0049156,,2/15/20 19:19,65.56583481,,2/15/20 19:28,0.0027036,,2/15/20 19:28,0.9946873,,2/15/20 19:19,0.0467858,,2/15/20 19:19,0.0133763,,2/15/20 19:19,0.0032568,,2/15/20 19:19,1.0037556,,2/15/20 19:19,0.0042811,,2/15/20 19:19,65.56583481,,2/15/20 19:28,0.0479587,,2/15/20 19:28,0.0139009,,2/15/20 19:19,3.209279537
2/15/20 19:38,0.0048076,,2/15/20 19:29,65.35445786,,2/15/20 19:38,0.0036268,,2/15/20 19:38,1.0093578,,2/15/20 19:28,0.0526796,,2/15/20 19:28,0.0148552,,2/15/20 19:28,0.0031176,,2/15/20 19:28,0.9988529,,2/15/20 19:28,0.005162,,2/15/20 19:29,65.35445786,,2/15/20 19:38,0.0437604,,2/15/20 19:38,0.0137818,,2/15/20 19:29,3.209572792
2/15/20 19:48,0.0045793,,2/15/20 19:39,65.42490082,,2/15/20 19:48,0.0037287,,2/15/20 19:48,0.9940854,,2/15/20 19:38,0.0475982,,2/15/20 19:38,0.0162494,,2/15/20 19:38,0.0034265,,2/15/20 19:38,0.9931012,,2/15/20 19:38,0.0046907,,2/15/20 19:39,65.42490082,,2/15/20 19:48,0.0418078,,2/15/20 19:48,0.0137526,,2/15/20 19:39,3.209377289
2/15/20 19:59,0.0040653,,2/15/20 19:49,65.14307747,,2/15/20 19:59,0.0028316,,2/15/20 19:59,1.0174724,,2/15/20 19:48,0.048124,,2/15/20 19:48,0.0131254,,2/15/20 19:48,0.0025473,,2/15/20 19:48,1.000799,,2/15/20 19:48,0.0046202,,2/15/20 19:49,65.14307747,,2/15/20 19:59,0.0424067,,2/15/20 19:59,0.0108951,,2/15/20 19:49,3.209279537
2/15/20 20:09,0.0041607,,2/15/20 20:00,65.14307747,,2/15/20 20:09,0.0020978,,2/15/20 20:09,1.005988,,2/15/20 19:59,0.0472297,,2/15/20 19:59,0.0159763,,2/15/20 19:59,0.0043539,,2/15/20 19:59,0.9924502,,2/15/20 19:59,0.0051578,,2/15/20 20:00,65.14307747,,2/15/20 20:09,0.0440333,,2/15/20 20:09,0.0134452,,2/15/20 20:00,3.209377289
2/15/20 20:19,0.005014,,2/15/20 20:09,65.14307747,,2/15/20 20:19,0.0021273,,2/15/20 20:19,1.0081145,,2/15/20 20:09,0.053021,,2/15/20 20:09,0.0198517,,2/15/20 20:09,0.0032858,,2/15/20 20:09,1.0023991,,2/15/20 20:09,0.0062343,,2/15/20 20:09,65.14307747,,2/15/20 20:19,0.0457738,,2/15/20 20:19,0.0190739,,2/15/20 20:09,3.209377289
2/15/20 20:29,0.0048534,,2/15/20 20:19,65.03736496,,2/15/20 20:29,0.0035861,,2/15/20 20:29,1.017306,,2/15/20 20:19,0.0498606,,2/15/20 20:19,0.0250109,,2/15/20 20:19,0.0018937,,2/15/20 20:19,1.0148426,,2/15/20 20:19,0.0060578,,2/15/20 20:19,65.03736496,,2/15/20 20:29,0.0455016,,2/15/20 20:29,0.0130997,,2/15/20 20:19,3.208986521
2/15/20 20:38,0.0038801,,2/15/20 20:29,65.49539185,,2/15/20 20:38,0.0034144,,2/15/20 20:38,1.0009275,,2/15/20 20:29,0.0466295,,2/15/20 20:29,0.0142229,,2/15/20 20:29,0.0032849,,2/15/20 20:29,0.9915056,,2/15/20 20:29,0.005075,,2/15/20 20:29,65.49539185,,2/15/20 20:38,0.0428136,,2/15/20 20:38,0.012486,,2/15/20 20:29,3.208889008
2/15/20 20:48,0.0049552,,2/15/20 20:39,65.46012573,,2/15/20 20:48,0.0036182,,2/15/20 20:48,1.0119468,,2/15/20 20:38,0.0438614,,2/15/20 20:38,0.015252,,2/15/20 20:38,0.0048741,,2/15/20 20:38,1.0158782,,2/15/20 20:38,0.0042924,,2/15/20 20:39,65.46012573,,2/15/20 20:48,0.0494535,,2/15/20 20:48,0.0151452,,2/15/20 20:39,3.208400488
2/15/20 20:58,0.0044357,,2/15/20 20:49,65.24874535,,2/15/20 20:58,0.0038284,,2/15/20 20:58,0.9777193,,2/15/20 20:48,0.0534973,,2/15/20 20:48,0.0167941,,2/15/20 20:48,0.0036499,,2/15/20 20:48,1.0291616,,2/15/20 20:48,0.0058575,,2/15/20 20:49,65.24874535,,2/15/20 20:58,0.0456287,,2/15/20 20:58,0.0138363,,2/15/20 20:49,3.208302736
2/15/20 21:09,0.0039107,,2/15/20 20:59,65.14307747,,2/15/20 21:09,0.0026856,,2/15/20 21:09,1.0252589,,2/15/20 20:58,0.052946,,2/15/20 20:58,0.017198,,2/15/20 20:58,0.0046212,,2/15/20 20:58,1.0149017,,2/15/20 20:58,0.0056546,,2/15/20 20:59,65.14307747,,2/15/20 21:09,0.0397263,,2/15/20 21:09,0.0132837,,2/15/20 20:59,3.20849824
2/15/20 21:19,0.0046609,,2/15/20 21:09,65.42490082,,2/15/20 21:19,0.0032072,,2/15/20 21:19,1.0011038,,2/15/20 21:09,0.0542598,,2/15/20 21:09,0.0170525,,2/15/20 21:09,0.0040319,,2/15/20 21:09,1.0053125,,2/15/20 21:09,0.005521,,2/15/20 21:09,65.42490082,,2/15/20 21:19,0.0454175,,2/15/20 21:19,0.0136174,,2/15/20 21:09,3.208400488
2/15/20 21:29,0.0053475,,2/15/20 21:19,65.53061333,,2/15/20 21:29,0.0044794,,2/15/20 21:29,0.9997919,,2/15/20 21:19,0.0440463,,2/15/20 21:19,0.0134627,,2/15/20 21:19,0.003708,,2/15/20 21:19,1.0288589,,2/15/20 21:19,0.0048735,,2/15/20 21:19,65.53061333,,2/15/20 21:29,0.0436914,,2/15/20 21:29,0.0176374,,2/15/20 21:19,3.207716703
2/15/20 21:39,0.0048816,,2/15/20 21:29,65.53061333,,2/15/20 21:39,0.0031151,,2/15/20 21:39,0.9904295,,2/15/20 21:29,0.0463665,,2/15/20 21:29,0.0146223,,2/15/20 21:29,0.0039808,,2/15/20 21:29,0.9764059,,2/15/20 21:29,0.0053839,,2/15/20 21:29,65.53061333,,2/15/20 21:39,0.0469716,,2/15/20 21:39,0.0142625,,2/15/20 21:29,3.207716703
2/15/20 21:48,0.0042623,,2/15/20 21:39,65.60105972,,2/15/20 21:48,0.0025875,,2/15/20 21:48,0.9841772,,2/15/20 21:39,0.047422,,2/15/20 21:39,0.016844,,2/15/20 21:39,0.0030194,,2/15/20 21:39,1.003198,,2/15/20 21:39,0.0053597,,2/15/20 21:39,65.60105972,,2/15/20 21:48,0.0459974,,2/15/20 21:48,0.013416,,2/15/20 21:39,3.207228184
2/15/20 21:58,0.0053147,,2/15/20 21:49,65.38967934,,2/15/20 21:58,0.0048394,,2/15/20 21:58,1.0356861,,2/15/20 21:48,0.0392046,,2/15/20 21:48,0.0141614,,2/15/20 21:48,0.0043944,,2/15/20 21:48,0.9835711,,2/15/20 21:48,0.0053787,,2/15/20 21:49,65.38967934,,2/15/20 21:58,0.0419612,,2/15/20 21:58,0.0190811,,2/15/20 21:49,3.207032919
2/15/20 22:08,0.0046559,,2/15/20 21:59,65.03736496,,2/15/20 22:08,0.0042264,,2/15/20 22:08,1.0575801,,2/15/20 21:58,0.0510963,,2/15/20 21:58,0.0182947,,2/15/20 21:58,0.004637,,2/15/20 21:58,1.020485,,2/15/20 21:58,0.0052407,,2/15/20 21:59,65.03736496,,2/15/20 22:08,0.0408888,,2/15/20 22:08,0.0163477,,2/15/20 21:59,3.206642389
2/15/20 22:19,0.0041606,,2/15/20 22:08,65.42490082,,2/15/20 22:19,0.0033697,,2/15/20 22:19,1.0183239,,2/15/20 22:08,0.0440149,,2/15/20 22:08,0.0140585,,2/15/20 22:08,0.0034274,,2/15/20 22:08,1.0028588,,2/15/20 22:08,0.0057916,,2/15/20 22:08,65.42490082,,2/15/20 22:19,0.0413351,,2/15/20 22:19,0.0135339,,2/15/20 22:08,3.206544638
2/15/20 22:29,0.0051336,,2/15/20 22:19,65.38967934,,2/15/20 22:29,0.0051896,,2/15/20 22:29,0.9857165,,2/15/20 22:19,0.0559871,,2/15/20 22:19,0.0153273,,2/15/20 22:19,0.0031795,,2/15/20 22:19,1.0126552,,2/15/20 22:19,0.0051647,,2/15/20 22:19,65.38967934,,2/15/20 22:29,0.0450855,,2/15/20 22:29,0.0148691,,2/15/20 22:19,3.206739902
2/15/20 22:39,0.0045697,,2/15/20 22:29,65.74199371,,2/15/20 22:39,0.0037458,,2/15/20 22:39,1.0051023,,2/15/20 22:29,0.0490694,,2/15/20 22:29,0.0116792,,2/15/20 22:29,0.0027983,,2/15/20 22:29,0.9998157,,2/15/20 22:29,0.0042092,,2/15/20 22:29,65.74199371,,2/15/20 22:39,0.0494417,,2/15/20 22:39,0.0136862,,2/15/20 22:29,3.206739902
2/15/20 22:49,0.0054004,,2/15/20 22:39,65.35445786,,2/15/20 22:49,0.0037186,,2/15/20 22:49,0.9733171,,2/15/20 22:39,0.0457882,,2/15/20 22:39,0.0209975,,2/15/20 22:39,0.0063677,,2/15/20 22:39,0.9866324,,2/15/20 22:39,0.0064304,,2/15/20 22:39,65.35445786,,2/15/20 22:49,0.0447288,,2/15/20 22:49,0.0183564,,2/15/20 22:39,3.206251383
2/15/20 22:58,0.0040109,,2/15/20 22:49,65.35445786,,2/15/20 22:58,0.0014276,,2/15/20 22:58,1.0178272,,2/15/20 22:49,0.0504301,,2/15/20 22:49,0.0172508,,2/15/20 22:49,0.0051512,,2/15/20 22:49,1.0038831,,2/15/20 22:49,0.0051477,,2/15/20 22:49,65.35445786,,2/15/20 22:58,0.0459697,,2/15/20 22:58,0.0127821,,2/15/20 22:49,3.206056118
2/15/20 23:08,0.004873,,2/15/20 22:58,65.53061333,,2/15/20 23:08,0.0057935,,2/15/20 23:08,1.0127885,,2/15/20 22:58,0.0568647,,2/15/20 22:58,0.0186839,,2/15/20 22:58,0.0035331,,2/15/20 22:58,0.9887538,,2/15/20 22:58,0.0045326,,2/15/20 22:58,65.53061333,,2/15/20 23:08,0.0406994,,2/15/20 23:08,0.0150616,,2/15/20 22:58,3.205567837
2/15/20 23:18,0.0053969,,2/15/20 23:09,65.74199371,,2/15/20 23:18,0.003427,,2/15/20 23:18,0.9925241,,2/15/20 23:08,0.0452145,,2/15/20 23:08,0.0149656,,2/15/20 23:08,0.0048399,,2/15/20 23:08,1.0129215,,2/15/20 23:08,0.0056335,,2/15/20 23:09,65.74199371,,2/15/20 23:18,0.0476257,,2/15/20 23:18,0.0170956,,2/15/20 23:09,3.205763102
2/15/20 23:28,0.0040881,,2/15/20 23:19,65.60105972,,2/15/20 23:28,0.0027181,,2/15/20 23:28,0.9889932,,2/15/20 23:18,0.0428244,,2/15/20 23:18,0.016506,,2/15/20 23:18,0.0026154,,2/15/20 23:18,0.9917787,,2/15/20 23:18,0.0043577,,2/15/20 23:19,65.60105972,,2/15/20 23:28,0.0446466,,2/15/20 23:28,0.0124487,,2/15/20 23:19,3.205372334
2/15/20 23:39,0.0044624,,2/15/20 23:30,65.6362812,,2/15/20 23:39,0.0040753,,2/15/20 23:39,0.980969,,2/15/20 23:28,0.0478156,,2/15/20 23:28,0.0139932,,2/15/20 23:28,0.0043628,,2/15/20 23:28,1.0176877,,2/15/20 23:28,0.0046885,,2/15/20 23:30,65.6362812,,2/15/20 23:39,0.0417636,,2/15/20 23:39,0.0118158,,2/15/20 23:30,3.205079317
2/15/20 23:49,0.0051255,,2/15/20 23:40,65.77721519,,2/15/20 23:49,0.0040304,,2/15/20 23:49,1.0170881,,2/15/20 23:39,0.0513919,,2/15/20 23:39,0.0172047,,2/15/20 23:39,0.0036653,,2/15/20 23:39,0.9954797,,2/15/20 23:39,0.0054492,,2/15/20 23:40,65.77721519,,2/15/20 23:49,0.0478638,,2/15/20 23:49,0.0151835,,2/15/20 23:40,3.204981804
2/15/20 23:59,0.0046564,,2/15/20 23:50,65.81243668,,2/15/20 23:59,0.0032568,,2/15/20 23:59,1.0196453,,2/15/20 23:49,0.0484581,,2/15/20 23:49,0.0159554,,2/15/20 23:49,0.0043089,,2/15/20 23:49,0.9945897,,2/15/20 23:49,0.004934,,2/15/20 23:50,65.81243668,,2/15/20 23:59,0.041781,,2/15/20 23:59,0.015139,,2/15/20 23:50,3.204786301
2/16/20 0:08,0.0038825,,2/15/20 23:59,65.84770279,,2/16/20 0:08,0.0029064,,2/16/20 0:08,0.9820336,,2/15/20 23:59,0.0496126,,2/15/20 23:59,0.0159419,,2/15/20 23:59,0.0036472,,2/15/20 23:59,0.9851757,,2/15/20 23:59,0.0051613,,2/15/20 23:59,65.84770279,,2/16/20 0:08,0.0523657,,2/16/20 0:08,0.0127997,,2/15/20 23:59,3.205177069
2/16/20 0:18,0.0048881,,2/16/20 0:09,65.6362812,,2/16/20 0:18,0.0043224,,2/16/20 0:18,1.0200123,,2/16/20 0:08,0.0521488,,2/16/20 0:08,0.0192965,,2/16/20 0:08,0.0032104,,2/16/20 0:08,1.028984,,2/16/20 0:08,0.0050199,,2/16/20 0:09,65.6362812,,2/16/20 0:18,0.0433223,,2/16/20 0:18,0.016068,,2/16/20 0:09,3.205079317
2/16/20 0:28,0.0045424,,2/16/20 0:19,65.35445786,,2/16/20 0:28,0.0045244,,2/16/20 0:28,1.0171395,,2/16/20 0:18,0.0498972,,2/16/20 0:18,0.0156434,,2/16/20 0:18,0.0039611,,2/16/20 0:18,0.978657,,2/16/20 0:18,0.0055788,,2/16/20 0:19,65.35445786,,2/16/20 0:28,0.0460713,,2/16/20 0:28,0.0173526,,2/16/20 0:19,3.204395533
2/16/20 0:38,0.0044836,,2/16/20 0:29,65.42490082,,2/16/20 0:38,0.003909,,2/16/20 0:38,1.0200392,,2/16/20 0:28,0.0460691,,2/16/20 0:28,0.0133384,,2/16/20 0:28,0.0042315,,2/16/20 0:28,1.0138615,,2/16/20 0:28,0.0048178,,2/16/20 0:29,65.42490082,,2/16/20 0:38,0.0479605,,2/16/20 0:38,0.0153665,,2/16/20 0:29,3.204297781
2/16/20 0:49,0.0049924,,2/16/20 0:39,65.77721519,,2/16/20 0:49,0.0037346,,2/16/20 0:49,0.9782455,,2/16/20 0:38,0.0516381,,2/16/20 0:38,0.0158309,,2/16/20 0:38,0.0057155,,2/16/20 0:38,0.9963856,,2/16/20 0:38,0.0054551,,2/16/20 0:39,65.77721519,,2/16/20 0:49,0.0435387,,2/16/20 0:49,0.0163589,,2/16/20 0:39,3.204297781
2/16/20 0:59,0.0042898,,2/16/20 0:50,65.35445786,,2/16/20 0:59,0.0033729,,2/16/20 0:59,1.027591,,2/16/20 0:49,0.0454626,,2/16/20 0:49,0.0146208,,2/16/20 0:49,0.0037686,,2/16/20 0:49,0.994353,,2/16/20 0:49,0.0046271,,2/16/20 0:50,65.35445786,,2/16/20 0:59,0.0438288,,2/16/20 0:59,0.0171551,,2/16/20 0:50,3.2038095
2/16/20 1:09,0.0051123,,2/16/20 0:59,65.6362812,,2/16/20 1:09,0.0054,,2/16/20 1:09,0.9824888,,2/16/20 0:59,0.0550134,,2/16/20 0:59,0.0163295,,2/16/20 0:59,0.0028242,,2/16/20 0:59,0.991954,,2/16/20 0:59,0.0044983,,2/16/20 0:59,65.6362812,,2/16/20 1:09,0.0411789,,2/16/20 1:09,0.0170787,,2/16/20 0:59,3.203516483
2/16/20 1:19,0.0045961,,2/16/20 1:09,65.6362812,,2/16/20 1:19,0.0018319,,2/16/20 1:19,1.0198632,,2/16/20 1:09,0.0228132,,2/16/20 1:09,0.0092926,,2/16/20 1:09,0.0016954,,2/16/20 1:09,0.4112249,,2/16/20 1:09,0.0035441,,2/16/20 1:09,65.6362812,,2/16/20 1:19,0.0490375,,2/16/20 1:19,0.0154678,,2/16/20 1:09,3.2038095
