Machines > Bridgeport Mill 3 > Spindle > X-Axial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Peak Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > RMS Velocity,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Temperature,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Band 1,,,Machines > Bridgeport Mill 3 > Spindle > Y-Radial > Damage Accumulation,,,Machines > Bridgeport Mill 3 > Spindle > Battery Voltage,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Acceleration,,,Machines > Bridgeport Mill 3 > Spindle > X-Axial > Peak Velocity,
2/15/20 14:48,0.0050237,,2/15/20 14:49,62.49667358,,2/15/20 14:48,0.0022563,,2/15/20 14:48,0.9729199,,2/15/20 14:48,0.0508538,,2/15/20 14:48,0.0147299,,2/15/20 14:48,0.0040504,,2/15/20 14:49,62.49667358,,2/15/20 14:48,0.0031077,,2/15/20 14:48,1.0413087,,2/15/20 14:49,3.22256422,,2/15/20 14:48,0.0467235,,2/15/20 14:48,0.0186853
2/15/20 14:58,0.0056014,,2/15/20 14:59,62.05665054,,2/15/20 14:58,0.0046465,,2/15/20 14:58,0.9757182,,2/15/20 14:58,0.0462828,,2/15/20 14:58,0.0154122,,2/15/20 14:58,0.0049792,,2/15/20 14:59,62.05665054,,2/15/20 14:58,0.0037336,,2/15/20 14:58,1.0358815,,2/15/20 14:59,3.22295475,,2/15/20 14:58,0.0528242,,2/15/20 14:58,0.016795
2/15/20 15:08,0.0058965,,2/15/20 15:09,62.20332489,,2/15/20 15:08,0.0051386,,2/15/20 15:08,0.9621445,,2/15/20 15:08,0.0462489,,2/15/20 15:08,0.0163942,,2/15/20 15:08,0.0050908,,2/15/20 15:09,62.20332489,,2/15/20 15:08,0.0058393,,2/15/20 15:08,1.0424519,,2/15/20 15:09,3.222661734,,2/15/20 15:08,0.0469617,,2/15/20 15:08,0.018188
2/15/20 15:19,0.0043796,,2/15/20 15:20,62.2766861,,2/15/20 15:19,0.0027462,,2/15/20 15:19,0.9794144,,2/15/20 15:19,0.043036,,2/15/20 15:19,0.0139299,,2/15/20 15:19,0.0045001,,2/15/20 15:20,62.2766861,,2/15/20 15:19,0.0032265,,2/15/20 15:19,1.0606817,,2/15/20 15:20,3.222759485,,2/15/20 15:19,0.0459958,,2/15/20 15:19,0.0149793
2/15/20 15:29,0.0047535,,2/15/20 15:29,62.34999924,,2/15/20 15:29,0.003518,,2/15/20 15:29,1.0083159,,2/15/20 15:29,0.046322,,2/15/20 15:29,0.0153943,,2/15/20 15:29,0.0048881,,2/15/20 15:29,62.34999924,,2/15/20 15:29,0.0025797,,2/15/20 15:29,1.0616469,,2/15/20 15:29,3.222173452,,2/15/20 15:29,0.0500722,,2/15/20 15:29,0.0155286
2/15/20 15:39,0.0047015,,2/15/20 15:39,62.53333359,,2/15/20 15:39,0.0034677,,2/15/20 15:39,0.9796232,,2/15/20 15:39,0.0439114,,2/15/20 15:39,0.0163544,,2/15/20 15:39,0.0052522,,2/15/20 15:39,62.53333359,,2/15/20 15:39,0.0038218,,2/15/20 15:39,1.0463255,,2/15/20 15:39,3.222075701,,2/15/20 15:39,0.0475712,,2/15/20 15:39,0.0174065
2/15/20 15:49,0.0046454,,2/15/20 15:49,62.49667358,,2/15/20 15:49,0.0035588,,2/15/20 15:49,1.0195925,,2/15/20 15:49,0.0397375,,2/15/20 15:49,0.0175035,,2/15/20 15:49,0.0047223,,2/15/20 15:49,62.49667358,,2/15/20 15:49,0.002234,,2/15/20 15:49,1.0534894,,2/15/20 15:49,3.221977949,,2/15/20 15:49,0.0498509,,2/15/20 15:49,0.0157646
2/15/20 15:58,0.005241,,2/15/20 15:59,62.13001175,,2/15/20 15:58,0.0037124,,2/15/20 15:58,0.9748411,,2/15/20 15:58,0.043324,,2/15/20 15:58,0.0159639,,2/15/20 15:58,0.0051256,,2/15/20 15:59,62.13001175,,2/15/20 15:58,0.0034479,,2/15/20 15:58,1.0310222,,2/15/20 15:59,3.221977949,,2/15/20 15:58,0.0492245,,2/15/20 15:58,0.0160228
2/15/20 16:08,0.0053315,,2/15/20 16:09,62.23998489,,2/15/20 16:08,0.0043365,,2/15/20 16:08,1.0263376,,2/15/20 16:08,0.0495735,,2/15/20 16:08,0.0116904,,2/15/20 16:08,0.0042112,,2/15/20 16:09,62.23998489,,2/15/20 16:08,0.0037043,,2/15/20 16:08,1.0429242,,2/15/20 16:09,3.221977949,,2/15/20 16:08,0.0585354,,2/15/20 16:08,0.0176041
2/15/20 16:18,0.0048411,,2/15/20 16:19,62.13001175,,2/15/20 16:18,0.0064791,,2/15/20 16:18,1.00439,,2/15/20 16:18,0.0525983,,2/15/20 16:18,0.0155711,,2/15/20 16:18,0.0038462,,2/15/20 16:19,62.13001175,,2/15/20 16:18,0.0020276,,2/15/20 16:18,1.0636985,,2/15/20 16:19,3.221196651,,2/15/20 16:18,0.0517126,,2/15/20 16:18,0.0164386
2/15/20 16:28,0.0050272,,2/15/20 16:28,62.23998489,,2/15/20 16:28,0.0026846,,2/15/20 16:28,1.0031997,,2/15/20 16:28,0.049248,,2/15/20 16:28,0.0135212,,2/15/20 16:28,0.0041629,,2/15/20 16:28,62.23998489,,2/15/20 16:28,0.0024217,,2/15/20 16:28,1.0546301,,2/15/20 16:28,3.221001148,,2/15/20 16:28,0.0542421,,2/15/20 16:28,0.0167718
2/15/20 16:39,0.0044431,,2/15/20 16:39,62.31334267,,2/15/20 16:39,0.0018794,,2/15/20 16:39,0.9910042,,2/15/20 16:39,0.0435515,,2/15/20 16:39,0.0129697,,2/15/20 16:39,0.0038658,,2/15/20 16:39,62.31334267,,2/15/20 16:39,0.0036168,,2/15/20 16:39,1.0373861,,2/15/20 16:39,3.2210989,,2/15/20 16:39,0.0460156,,2/15/20 16:39,0.0133929
2/15/20 16:49,0.0048065,,2/15/20 16:49,62.53333359,,2/15/20 16:49,0.0027645,,2/15/20 16:49,0.9715625,,2/15/20 16:49,0.0428022,,2/15/20 16:49,0.0174891,,2/15/20 16:49,0.0051518,,2/15/20 16:49,62.53333359,,2/15/20 16:49,0.001453,,2/15/20 16:49,1.0466739,,2/15/20 16:49,3.2210989,,2/15/20 16:49,0.0536801,,2/15/20 16:49,0.016622
2/15/20 16:59,0.0052413,,2/15/20 16:59,62.64335136,,2/15/20 16:59,0.0027587,,2/15/20 16:59,0.9500117,,2/15/20 16:59,0.0477621,,2/15/20 16:59,0.0178297,,2/15/20 16:59,0.0044196,,2/15/20 16:59,62.64335136,,2/15/20 16:59,0.0039444,,2/15/20 16:59,1.0195098,,2/15/20 16:59,3.220610619,,2/15/20 16:59,0.0456436,,2/15/20 16:59,0.017457
2/15/20 17:09,0.0051337,,2/15/20 17:09,62.31334267,,2/15/20 17:09,0.0041952,,2/15/20 17:09,0.9748829,,2/15/20 17:09,0.0460259,,2/15/20 17:09,0.0181965,,2/15/20 17:09,0.0049457,,2/15/20 17:09,62.31334267,,2/15/20 17:09,0.0036006,,2/15/20 17:09,1.0652237,,2/15/20 17:09,3.220512867,,2/15/20 17:09,0.0490476,,2/15/20 17:09,0.0155221
2/15/20 17:18,0.0054641,,2/15/20 17:19,62.38665924,,2/15/20 17:18,0.0025904,,2/15/20 17:18,0.9898557,,2/15/20 17:18,0.0433635,,2/15/20 17:18,0.0118809,,2/15/20 17:18,0.0040583,,2/15/20 17:19,62.38665924,,2/15/20 17:18,0.0029092,,2/15/20 17:18,1.0382738,,2/15/20 17:19,3.220610619,,2/15/20 17:18,0.0437711,,2/15/20 17:18,0.0159746
2/15/20 17:28,0.0047227,,2/15/20 17:28,61.9466774,,2/15/20 17:28,0.0029365,,2/15/20 17:28,0.9888742,,2/15/20 17:28,0.0400135,,2/15/20 17:28,0.012932,,2/15/20 17:28,0.0043363,,2/15/20 17:28,61.9466774,,2/15/20 17:28,0.0018706,,2/15/20 17:28,1.0449887,,2/15/20 17:28,3.220805883,,2/15/20 17:28,0.0532125,,2/15/20 17:28,0.0122993
2/15/20 17:38,0.004477,,2/15/20 17:38,62.68000793,,2/15/20 17:38,0.0034624,,2/15/20 17:38,0.9651516,,2/15/20 17:38,0.0527296,,2/15/20 17:38,0.016465,,2/15/20 17:38,0.0047799,,2/15/20 17:38,62.68000793,,2/15/20 17:38,0.0023437,,2/15/20 17:38,1.0301576,,2/15/20 17:38,3.220219851,,2/15/20 17:38,0.0525256,,2/15/20 17:38,0.0120755
2/15/20 17:49,0.0043166,,2/15/20 17:49,62.38665924,,2/15/20 17:49,0.0047253,,2/15/20 17:49,1.0162304,,2/15/20 17:49,0.045041,,2/15/20 17:49,0.0142212,,2/15/20 17:49,0.0047259,,2/15/20 17:49,62.38665924,,2/15/20 17:49,0.0041219,,2/15/20 17:49,1.0511075,,2/15/20 17:49,3.219536066,,2/15/20 17:49,0.0487083,,2/15/20 17:49,0.0147908
2/15/20 17:59,0.0051632,,2/15/20 18:00,62.13001175,,2/15/20 17:59,0.0041979,,2/15/20 17:59,0.9703096,,2/15/20 17:59,0.0490014,,2/15/20 17:59,0.0136325,,2/15/20 17:59,0.0042714,,2/15/20 18:00,62.13001175,,2/15/20 17:59,0.0024342,,2/15/20 17:59,1.0238582,,2/15/20 18:00,3.219438314,,2/15/20 17:59,0.0416287,,2/15/20 17:59,0.0164438
2/15/20 18:09,0.0062435,,2/15/20 18:10,62.38665924,,2/15/20 18:09,0.0050334,,2/15/20 18:09,0.9815444,,2/15/20 18:09,0.0438644,,2/15/20 18:09,0.0157821,,2/15/20 18:09,0.0052903,,2/15/20 18:10,62.38665924,,2/15/20 18:09,0.0068256,,2/15/20 18:09,1.0155588,,2/15/20 18:10,3.219145298,,2/15/20 18:09,0.0485967,,2/15/20 18:09,0.0205029
2/15/20 18:19,0.0062444,,2/15/20 18:19,62.49667358,,2/15/20 18:19,0.0040408,,2/15/20 18:19,0.95494,,2/15/20 18:19,0.0455216,,2/15/20 18:19,0.0135906,,2/15/20 18:19,0.0044065,,2/15/20 18:19,62.49667358,,2/15/20 18:19,0.0033722,,2/15/20 18:19,1.0468107,,2/15/20 18:19,3.21924305,,2/15/20 18:19,0.0488195,,2/15/20 18:19,0.0216703
2/15/20 18:28,0.0052609,,2/15/20 18:29,62.13001175,,2/15/20 18:28,0.0046273,,2/15/20 18:28,0.9782867,,2/15/20 18:28,0.0474062,,2/15/20 18:28,0.0205029,,2/15/20 18:28,0.00581,,2/15/20 18:29,62.13001175,,2/15/20 18:28,0.0064265,,2/15/20 18:28,1.0079562,,2/15/20 18:29,3.219633818,,2/15/20 18:28,0.041208,,2/15/20 18:28,0.0149982
2/15/20 18:38,0.0055729,,2/15/20 18:39,62.46002045,,2/15/20 18:38,0.0047117,,2/15/20 18:38,0.9774514,,2/15/20 18:38,0.0461574,,2/15/20 18:38,0.0138995,,2/15/20 18:38,0.0046264,,2/15/20 18:39,62.46002045,,2/15/20 18:38,0.0027748,,2/15/20 18:38,1.0268595,,2/15/20 18:39,3.219145298,,2/15/20 18:38,0.0458991,,2/15/20 18:38,0.0154513
2/15/20 18:48,0.0049611,,2/15/20 18:50,62.49667358,,2/15/20 18:48,0.0030441,,2/15/20 18:48,0.9863056,,2/15/20 18:48,0.0444083,,2/15/20 18:48,0.014867,,2/15/20 18:48,0.0051216,,2/15/20 18:50,62.49667358,,2/15/20 18:48,0.0039717,,2/15/20 18:48,1.0360415,,2/15/20 18:50,3.218949795,,2/15/20 18:48,0.0506441,,2/15/20 18:48,0.0134272
2/15/20 18:59,0.0057924,,2/15/20 19:00,62.31334267,,2/15/20 18:59,0.0030567,,2/15/20 18:59,1.0004849,,2/15/20 18:59,0.0398715,,2/15/20 18:59,0.0151927,,2/15/20 18:59,0.0050191,,2/15/20 19:00,62.31334267,,2/15/20 18:59,0.004012,,2/15/20 18:59,1.0398867,,2/15/20 19:00,3.218852282,,2/15/20 18:59,0.0462676,,2/15/20 18:59,0.0202279
2/15/20 19:09,0.0052351,,2/15/20 19:10,62.46002045,,2/15/20 19:09,0.0034532,,2/15/20 19:09,1.0092765,,2/15/20 19:09,0.0417277,,2/15/20 19:09,0.0150401,,2/15/20 19:09,0.0046657,,2/15/20 19:10,62.46002045,,2/15/20 19:09,0.0025753,,2/15/20 19:09,1.04367,,2/15/20 19:10,3.217680216,,2/15/20 19:09,0.0440365,,2/15/20 19:09,0.0168622
2/15/20 19:19,0.0045179,,2/15/20 19:19,62.16666489,,2/15/20 19:19,0.0021942,,2/15/20 19:19,1.0102162,,2/15/20 19:19,0.0472588,,2/15/20 19:19,0.0180296,,2/15/20 19:19,0.0058075,,2/15/20 19:19,62.16666489,,2/15/20 19:19,0.0026183,,2/15/20 19:19,1.0612546,,2/15/20 19:19,3.218168497,,2/15/20 19:19,0.0522112,,2/15/20 19:19,0.0165809
2/15/20 19:29,0.0048427,,2/15/20 19:29,62.38665924,,2/15/20 19:29,0.0043865,,2/15/20 19:29,1.0030326,,2/15/20 19:29,0.0413665,,2/15/20 19:29,0.0168719,,2/15/20 19:29,0.0053708,,2/15/20 19:29,62.38665924,,2/15/20 19:29,0.003842,,2/15/20 19:29,1.0511823,,2/15/20 19:29,3.217777729,,2/15/20 19:29,0.0456179,,2/15/20 19:29,0.0172519
2/15/20 19:38,0.005018,,2/15/20 19:39,61.98333397,,2/15/20 19:38,0.0041,,2/15/20 19:38,1.0005476,,2/15/20 19:38,0.0437649,,2/15/20 19:38,0.0141527,,2/15/20 19:38,0.0034678,,2/15/20 19:39,61.98333397,,2/15/20 19:38,0.0031638,,2/15/20 19:38,1.0559256,,2/15/20 19:39,3.217875481,,2/15/20 19:38,0.0618669,,2/15/20 19:38,0.0149126
2/15/20 19:48,0.0049757,,2/15/20 19:49,62.60664673,,2/15/20 19:48,0.0036222,,2/15/20 19:48,0.9726902,,2/15/20 19:48,0.0512603,,2/15/20 19:48,0.0134334,,2/15/20 19:48,0.0046457,,2/15/20 19:49,62.60664673,,2/15/20 19:48,0.0043115,,2/15/20 19:48,1.0587385,,2/15/20 19:49,3.217289448,,2/15/20 19:48,0.0474025,,2/15/20 19:48,0.0133662
2/15/20 19:59,0.0048249,,2/15/20 20:00,62.16666489,,2/15/20 19:59,0.003214,,2/15/20 19:59,0.9763864,,2/15/20 19:59,0.0441436,,2/15/20 19:59,0.0162721,,2/15/20 19:59,0.0049466,,2/15/20 20:00,62.16666489,,2/15/20 19:59,0.006161,,2/15/20 19:59,1.0339848,,2/15/20 20:00,3.217387199,,2/15/20 19:59,0.050937,,2/15/20 19:59,0.014745
2/15/20 20:09,0.0052299,,2/15/20 20:10,62.38665924,,2/15/20 20:09,0.0039656,,2/15/20 20:09,0.9838624,,2/15/20 20:09,0.0448188,,2/15/20 20:09,0.0157829,,2/15/20 20:09,0.0051149,,2/15/20 20:10,62.38665924,,2/15/20 20:09,0.0047034,,2/15/20 20:09,1.0676315,,2/15/20 20:10,3.217093945,,2/15/20 20:09,0.0500421,,2/15/20 20:09,0.0146501
2/15/20 20:19,0.0049693,,2/15/20 20:19,61.9466774,,2/15/20 20:19,0.0048341,,2/15/20 20:19,0.9760105,,2/15/20 20:19,0.0410226,,2/15/20 20:19,0.0181281,,2/15/20 20:19,0.0054174,,2/15/20 20:19,61.9466774,,2/15/20 20:19,0.0051784,,2/15/20 20:19,1.0368286,,2/15/20 20:19,3.217191696,,2/15/20 20:19,0.0502422,,2/15/20 20:19,0.0145018
2/15/20 20:29,0.0052424,,2/15/20 20:29,62.38665924,,2/15/20 20:29,0.0038873,,2/15/20 20:29,0.9952434,,2/15/20 20:29,0.0448072,,2/15/20 20:29,0.0162079,,2/15/20 20:29,0.0048405,,2/15/20 20:29,62.38665924,,2/15/20 20:29,0.0060163,,2/15/20 20:29,1.0379925,,2/15/20 20:29,3.216703415,,2/15/20 20:29,0.0468589,,2/15/20 20:29,0.0137859
2/15/20 20:38,0.0053293,,2/15/20 20:39,62.46002045,,2/15/20 20:38,0.0035108,,2/15/20 20:38,0.9670101,,2/15/20 20:38,0.0545003,,2/15/20 20:38,0.0146825,,2/15/20 20:38,0.0047495,,2/15/20 20:39,62.46002045,,2/15/20 20:38,0.0033756,,2/15/20 20:38,1.068305,,2/15/20 20:39,3.216800928,,2/15/20 20:38,0.0469197,,2/15/20 20:38,0.0190395
2/15/20 20:48,0.005276,,2/15/20 20:49,62.2766861,,2/15/20 20:48,0.0043779,,2/15/20 20:48,1.0006102,,2/15/20 20:48,0.0461669,,2/15/20 20:48,0.015439,,2/15/20 20:48,0.0049064,,2/15/20 20:49,62.2766861,,2/15/20 20:48,0.003311,,2/15/20 20:48,1.0142736,,2/15/20 20:49,3.216312647,,2/15/20 20:48,0.0534755,,2/15/20 20:48,0.0152298
2/15/20 20:58,0.00495,,2/15/20 20:59,62.16666489,,2/15/20 20:58,0.0036151,,2/15/20 20:58,0.964191,,2/15/20 20:58,0.0429885,,2/15/20 20:58,0.0182363,,2/15/20 20:58,0.0053271,,2/15/20 20:59,62.16666489,,2/15/20 20:58,0.0046066,,2/15/20 20:58,1.0281034,,2/15/20 20:59,3.216800928,,2/15/20 20:58,0.0436408,,2/15/20 20:58,0.0192215
2/15/20 21:09,0.0054232,,2/15/20 21:10,62.01999054,,2/15/20 21:09,0.0041805,,2/15/20 21:09,0.991046,,2/15/20 21:09,0.0404154,,2/15/20 21:09,0.0208529,,2/15/20 21:09,0.0058647,,2/15/20 21:10,62.01999054,,2/15/20 21:09,0.0027535,,2/15/20 21:09,1.0196466,,2/15/20 21:10,3.216019392,,2/15/20 21:09,0.0448416,,2/15/20 21:09,0.0204739
2/15/20 21:19,0.0055096,,2/15/20 21:19,62.46002045,,2/15/20 21:19,0.0048936,,2/15/20 21:19,0.9738805,,2/15/20 21:19,0.0436705,,2/15/20 21:19,0.017535,,2/15/20 21:19,0.00477,,2/15/20 21:19,62.46002045,,2/15/20 21:19,0.0048201,,2/15/20 21:19,1.0136078,,2/15/20 21:19,3.216214895,,2/15/20 21:19,0.0543786,,2/15/20 21:19,0.0164863
2/15/20 21:29,0.0044445,,2/15/20 21:29,62.34999924,,2/15/20 21:29,0.0034272,,2/15/20 21:29,1.02947,,2/15/20 21:29,0.0505273,,2/15/20 21:29,0.0139862,,2/15/20 21:29,0.0048539,,2/15/20 21:29,62.34999924,,2/15/20 21:29,0.0051034,,2/15/20 21:29,1.0723489,,2/15/20 21:29,3.215921879,,2/15/20 21:29,0.0462599,,2/15/20 21:29,0.0178992
2/15/20 21:39,0.0052936,,2/15/20 21:39,62.13001175,,2/15/20 21:39,0.0049939,,2/15/20 21:39,0.9867233,,2/15/20 21:39,0.0480626,,2/15/20 21:39,0.0147611,,2/15/20 21:39,0.0045729,,2/15/20 21:39,62.13001175,,2/15/20 21:39,0.0032253,,2/15/20 21:39,1.0643076,,2/15/20 21:39,3.215628862,,2/15/20 21:39,0.0473563,,2/15/20 21:39,0.0152383
2/15/20 21:48,0.0059078,,2/15/20 21:49,62.05665054,,2/15/20 21:48,0.0035341,,2/15/20 21:48,0.9780779,,2/15/20 21:48,0.0430438,,2/15/20 21:48,0.0150271,,2/15/20 21:48,0.0054101,,2/15/20 21:49,62.05665054,,2/15/20 21:48,0.0062516,,2/15/20 21:48,0.9871018,,2/15/20 21:49,3.215335846,,2/15/20 21:48,0.0441259,,2/15/20 21:48,0.01547
2/15/20 21:58,0.0052044,,2/15/20 21:59,62.13001175,,2/15/20 21:58,0.0054059,,2/15/20 21:58,0.9970184,,2/15/20 21:58,0.0424561,,2/15/20 21:58,0.0144367,,2/15/20 21:58,0.0049862,,2/15/20 21:59,62.13001175,,2/15/20 21:58,0.0049789,,2/15/20 21:58,1.0180337,,2/15/20 21:59,3.215238094,,2/15/20 21:58,0.0472693,,2/15/20 21:58,0.0154016
2/15/20 22:08,0.0056775,,2/15/20 22:08,62.20332489,,2/15/20 22:08,0.0030859,,2/15/20 22:08,0.9962458,,2/15/20 22:08,0.0474213,,2/15/20 22:08,0.0159644,,2/15/20 22:08,0.0047755,,2/15/20 22:08,62.20332489,,2/15/20 22:08,0.0032949,,2/15/20 22:08,1.0498507,,2/15/20 22:08,3.214652061,,2/15/20 22:08,0.0513602,,2/15/20 22:08,0.0155052
2/15/20 22:19,0.0055407,,2/15/20 22:19,62.46002045,,2/15/20 22:19,0.0038355,,2/15/20 22:19,0.9737343,,2/15/20 22:19,0.0489661,,2/15/20 22:19,0.013255,,2/15/20 22:19,0.004251,,2/15/20 22:19,62.46002045,,2/15/20 22:19,0.0041738,,2/15/20 22:19,1.047701,,2/15/20 22:19,3.215140343,,2/15/20 22:19,0.0418972,,2/15/20 22:19,0.0199343
2/15/20 22:29,0.0056304,,2/15/20 22:29,62.2766861,,2/15/20 22:29,0.0042436,,2/15/20 22:29,0.9928837,,2/15/20 22:29,0.0434182,,2/15/20 22:29,0.0156303,,2/15/20 22:29,0.0051657,,2/15/20 22:29,62.2766861,,2/15/20 22:29,0.0051372,,2/15/20 22:29,1.0316441,,2/15/20 22:29,3.21455431,,2/15/20 22:29,0.045633,,2/15/20 22:29,0.0183545
2/15/20 22:39,0.0047499,,2/15/20 22:39,62.23998489,,2/15/20 22:39,0.004579,,2/15/20 22:39,0.9664672,,2/15/20 22:39,0.0410444,,2/15/20 22:39,0.0205794,,2/15/20 22:39,0.0046937,,2/15/20 22:39,62.23998489,,2/15/20 22:39,0.0038373,,2/15/20 22:39,1.0357861,,2/15/20 22:39,3.214456797,,2/15/20 22:39,0.0459716,,2/15/20 22:39,0.0150337
2/15/20 22:49,0.0055704,,2/15/20 22:49,62.20332489,,2/15/20 22:49,0.0034058,,2/15/20 22:49,0.9936772,,2/15/20 22:49,0.0391314,,2/15/20 22:49,0.0180735,,2/15/20 22:49,0.0045843,,2/15/20 22:49,62.20332489,,2/15/20 22:49,0.0022246,,2/15/20 22:49,1.0295692,,2/15/20 22:49,3.214163542,,2/15/20 22:49,0.0514617,,2/15/20 22:49,0.0141833
2/15/20 22:59,0.004893,,2/15/20 22:59,62.13001175,,2/15/20 22:59,0.0029239,,2/15/20 22:59,0.9785582,,2/15/20 22:59,0.0416168,,2/15/20 22:59,0.016248,,2/15/20 22:59,0.0055461,,2/15/20 22:59,62.13001175,,2/15/20 22:59,0.0051444,,2/15/20 22:59,1.0131072,,2/15/20 22:59,3.21455431,,2/15/20 22:59,0.0442857,,2/15/20 22:59,0.0180197
2/15/20 23:08,0.0053016,,2/15/20 23:09,62.16666489,,2/15/20 23:08,0.0036343,,2/15/20 23:08,0.9919857,,2/15/20 23:08,0.0497926,,2/15/20 23:08,0.0151674,,2/15/20 23:08,0.004933,,2/15/20 23:09,62.16666489,,2/15/20 23:08,0.0040855,,2/15/20 23:08,1.0446481,,2/15/20 23:09,3.214359045,,2/15/20 23:08,0.0441356,,2/15/20 23:08,0.016672
2/15/20 23:18,0.005507,,2/15/20 23:19,62.2766861,,2/15/20 23:18,0.0051943,,2/15/20 23:18,0.9666969,,2/15/20 23:18,0.0416114,,2/15/20 23:18,0.0144451,,2/15/20 23:18,0.0047952,,2/15/20 23:19,62.2766861,,2/15/20 23:18,0.0045969,,2/15/20 23:18,1.0022761,,2/15/20 23:19,3.213675261,,2/15/20 23:18,0.0498265,,2/15/20 23:18,0.0161716
2/15/20 23:28,0.0054153,,2/15/20 23:30,62.46002045,,2/15/20 23:28,0.0053999,,2/15/20 23:28,0.9754676,,2/15/20 23:28,0.0458451,,2/15/20 23:28,0.012743,,2/15/20 23:28,0.0047472,,2/15/20 23:30,62.46002045,,2/15/20 23:28,0.0039442,,2/15/20 23:28,1.0382583,,2/15/20 23:30,3.213968277,,2/15/20 23:28,0.0468868,,2/15/20 23:28,0.0173779
2/15/20 23:39,0.0051708,,2/15/20 23:40,62.34999924,,2/15/20 23:39,0.0045148,,2/15/20 23:39,0.987496,,2/15/20 23:39,0.04868,,2/15/20 23:39,0.0157567,,2/15/20 23:39,0.0048321,,2/15/20 23:40,62.34999924,,2/15/20 23:39,0.0035869,,2/15/20 23:39,1.0739515,,2/15/20 23:40,3.213577509,,2/15/20 23:39,0.054209,,2/15/20 23:39,0.0164331
2/15/20 23:49,0.0049368,,2/15/20 23:50,62.2766861,,2/15/20 23:49,0.0058839,,2/15/20 23:49,1.0017796,,2/15/20 23:49,0.0439469,,2/15/20 23:49,0.0149848,,2/15/20 23:49,0.0051268,,2/15/20 23:50,62.2766861,,2/15/20 23:49,0.0037668,,2/15/20 23:49,1.0273189,,2/15/20 23:50,3.213088989,,2/15/20 23:49,0.0501036,,2/15/20 23:49,0.0145688
2/15/20 23:59,0.005483,,2/16/20 0:00,62.01999054,,2/15/20 23:59,0.004197,,2/15/20 23:59,0.9544597,,2/15/20 23:59,0.0437535,,2/15/20 23:59,0.0138829,,2/15/20 23:59,0.00492,,2/16/20 0:00,62.01999054,,2/15/20 23:59,0.001645,,2/15/20 23:59,1.0407745,,2/16/20 0:00,3.213382244,,2/15/20 23:59,0.0485635,,2/15/20 23:59,0.0167339
2/16/20 0:09,0.0058813,,2/16/20 0:09,62.23998489,,2/16/20 0:09,0.0066422,,2/16/20 0:09,1.0027402,,2/16/20 0:09,0.0481618,,2/16/20 0:09,0.0149973,,2/16/20 0:09,0.0050162,,2/16/20 0:09,62.23998489,,2/16/20 0:09,0.0037762,,2/16/20 0:09,1.0586637,,2/16/20 0:09,3.213088989,,2/16/20 0:09,0.0470639,,2/16/20 0:09,0.0218227
2/16/20 0:18,0.0050609,,2/16/20 0:19,62.42331581,,2/16/20 0:18,0.0056112,,2/16/20 0:18,0.9739849,,2/16/20 0:18,0.0413009,,2/16/20 0:18,0.018573,,2/16/20 0:18,0.0054044,,2/16/20 0:19,62.42331581,,2/16/20 0:18,0.003752,,2/16/20 0:18,1.0350944,,2/16/20 0:19,3.212600708,,2/16/20 0:18,0.0461028,,2/16/20 0:18,0.016145
2/16/20 0:28,0.0054164,,2/16/20 0:29,62.34999924,,2/16/20 0:28,0.0056055,,2/16/20 0:28,0.983048,,2/16/20 0:28,0.046923,,2/16/20 0:28,0.0190038,,2/16/20 0:28,0.0046851,,2/16/20 0:29,62.34999924,,2/16/20 0:28,0.0040495,,2/16/20 0:28,1.0384183,,2/16/20 0:29,3.212893724,,2/16/20 0:28,0.0552094,,2/16/20 0:28,0.0158565
2/16/20 0:38,0.0051786,,2/16/20 0:39,62.49667358,,2/16/20 0:38,0.0033392,,2/16/20 0:38,0.9943037,,2/16/20 0:38,0.0421155,,2/16/20 0:38,0.0177812,,2/16/20 0:38,0.0053342,,2/16/20 0:39,62.49667358,,2/16/20 0:38,0.0031315,,2/16/20 0:38,1.059714,,2/16/20 0:39,3.212307692,,2/16/20 0:38,0.041687,,2/16/20 0:38,0.0175938
2/16/20 0:49,0.0061031,,2/16/20 0:50,62.42331581,,2/16/20 0:49,0.0045668,,2/16/20 0:49,1.00936,,2/16/20 0:49,0.0462498,,2/16/20 0:49,0.0141498,,2/16/20 0:49,0.0042321,,2/16/20 0:50,62.42331581,,2/16/20 0:49,0.0036945,,2/16/20 0:49,1.0306763,,2/16/20 0:50,3.21269846,,2/16/20 0:49,0.0528524,,2/16/20 0:49,0.0192651
